AREACD,Period,Gross value added in pounds (million)
S01013283,2019,174.553
S01013284,2019,1.864
S01013285,2019,3.614
S01013286,2019,1.47
S01013287,2019,1.593
S01013288,2019,5.245
S01013289,2019,24.033
S01013290,2019,3.713
S01013291,2019,2.251
S01013292,2019,13.505
S01013293,2019,2.551
S01013294,2019,2.868
S01013295,2019,2.622
S01013296,2019,1.513
S01013297,2019,6.593
S01013298,2019,5.199
S01013299,2019,374.631
S01013300,2019,15.904
S01013301,2019,33.457
S01013302,2019,13.63
S01013303,2019,2.502
S01013304,2019,6.016
S01013305,2019,3.893
S01013306,2019,7.267
S01013307,2019,0.995
S01013308,2019,7.64
S01013309,2019,322.273
S01013310,2019,3.919
S01013311,2019,4.432
S01013312,2019,17.37
S01013313,2019,1.118
S01013314,2019,9.903
S01013315,2019,71.803
S01013316,2019,5.283
S01013317,2019,3.988
S01013318,2019,2.361
S01013319,2019,2.748
S01013320,2019,5.105
S01013321,2019,1.592
S01013322,2019,3.447
S01013323,2019,2.509
S01013324,2019,8.006
S01013325,2019,3.832
S01013326,2019,1.699
S01013327,2019,1.611
S01013328,2019,0.036
S01013329,2019,8.006
S01013330,2019,5.524
S01013331,2019,1.63
S01013332,2019,1.714
S01013333,2019,3.286
S01013334,2019,1.793
S01013335,2019,3.545
S01013336,2019,32.461
S01013337,2019,234.535
S01013338,2019,2.056
S01013339,2019,15.41
S01013340,2019,1.759
S01013341,2019,11.003
S01013342,2019,3.965
S01013343,2019,1.246
S01013344,2019,5.183
S01013345,2019,5.994
S01013346,2019,3.448
S01013347,2019,3.011
S01013348,2019,205.355
S01013349,2019,3.164
S01013350,2019,19.241
S01013351,2019,4.403
S01013352,2019,1.385
S01013353,2019,4.537
S01013354,2019,3.006
S01013355,2019,1.888
S01013356,2019,4.679
S01013357,2019,3.071
S01013358,2019,16.349
S01013359,2019,13.828
S01013360,2019,4.947
S01013361,2019,1.895
S01013362,2019,2.374
S01013363,2019,3.992
S01013364,2019,4.951
S01013365,2019,13.545
S01013366,2019,1.732
S01013367,2019,1.894
S01013368,2019,11.336
S01013369,2019,2.431
S01013370,2019,4.046
S01013371,2019,1.571
S01013372,2019,18.646
S01013373,2019,14.632
S01013374,2019,8.073
S01013375,2019,19.497
S01013376,2019,9.159
S01013377,2019,10.249
S01013378,2019,6.528
S01013379,2019,1.493
S01013380,2019,28.381
S01013381,2019,2.256
S01013382,2019,1.493
S01013383,2019,5.212
S01013384,2019,14.628
S01013385,2019,14.882
S01013386,2019,2.562
S01013387,2019,1.92
S01013388,2019,7.83
S01013389,2019,1.56
S01013390,2019,2.562
S01013391,2019,0.227
S01013392,2019,10.458
S01013393,2019,2.558
S01013394,2019,1.747
S01013395,2019,2.928
S01013396,2019,0.882
S01013397,2019,3.595
S01013398,2019,1.774
S01013399,2019,2.281
S01013400,2019,39.149
S01013401,2019,43.344
S01013402,2019,6.125
S01013403,2019,1.471
S01013404,2019,344.466
S01013405,2019,3.886
S01013406,2019,4.946
S01013407,2019,1.501
S01013408,2019,6.389
S01013409,2019,6.389
S01013410,2019,1.154
S01013411,2019,6.731
S01013412,2019,2.306
S01013413,2019,3.944
S01013414,2019,98.868
S01013415,2019,11.446
S01013416,2019,0.989
S01013417,2019,11.091
S01013418,2019,1.162
S01013419,2019,1.498
S01013420,2019,1.628
S01013421,2019,1.859
S01013422,2019,4.818
S01013423,2019,7.997
S01013424,2019,3.646
S01013425,2019,4.818
S01013426,2019,8.39
S01013427,2019,24.052
S01013428,2019,4.114
S01013429,2019,3.351
S01013430,2019,1.477
S01013431,2019,13.599
S01013432,2019,42.093
S01013433,2019,6.81
S01013434,2019,10.092
S01013435,2019,5.866
S01013436,2019,7.581
S01013437,2019,13.521
S01013438,2019,6.55
S01013439,2019,1.396
S01013440,2019,18.001
S01013441,2019,5.124
S01013442,2019,2.613
S01013443,2019,11.35
S01013444,2019,22.39
S01013445,2019,9.78
S01013446,2019,2.897
S01013447,2019,46.308
S01013448,2019,11.688
S01013449,2019,4.61
S01013450,2019,2.384
S01013451,2019,2.365
S01013452,2019,96.499
S01013453,2019,4.625
S01013454,2019,6.447
S01013455,2019,46.966
S01013456,2019,3.2
S01013457,2019,4.106
S01013458,2019,2.515
S01013459,2019,12.433
S01013460,2019,1.762
S01013461,2019,7.454
S01013462,2019,11.48
S01013463,2019,3.699
S01013464,2019,4.528
S01013465,2019,4.117
S01013466,2019,17.254
S01013467,2019,0.622
S01013468,2019,18.057
S01013469,2019,4.55
S01013470,2019,5.125
S01013471,2019,4.117
S01013472,2019,4.954
S01013473,2019,3.589
S01013474,2019,2.073
S01013475,2019,1.901
S01013476,2019,2.291
S01013477,2019,5.252
S01013478,2019,3.223
S01013479,2019,21.691
S01013480,2019,0.909
S01013481,2019,159.649
S01007129,2019,6.932
S01007130,2019,3.459
S01007131,2019,4.81
S01007132,2019,3.657
S01007133,2019,13.295
S01007134,2019,7.272
S01007135,2019,5.412
S01007136,2019,7.24
S01007137,2019,3.91
S01007138,2019,18.244
S01007139,2019,6.892
S01007140,2019,21.547
S01007141,2019,15.526
S01007142,2019,15.038
S01007143,2019,3.399
S01007144,2019,14.036
S01007145,2019,23.391
S01007146,2019,3.658
S01007147,2019,2.657
S01007148,2019,2.071
S01007149,2019,1.552
S01007150,2019,10.755
S01007151,2019,3.37
S01007152,2019,3.375
S01007153,2019,2.895
S01007154,2019,10.997
S01007155,2019,2.793
S01007156,2019,4.14
S01007157,2019,1.744
S01007158,2019,4.556
S01007159,2019,10.853
S01007160,2019,6.097
S01007161,2019,4.888
S01007162,2019,8.776
S01007163,2019,7.95
S01007164,2019,3.449
S01007165,2019,10.911
S01007166,2019,2.576
S01007167,2019,4.312
S01007168,2019,6.667
S01007169,2019,3.829
S01007170,2019,10.559
S01007171,2019,28.79
S01007172,2019,25.129
S01007173,2019,4.518
S01007174,2019,115.844
S01007175,2019,3.604
S01007176,2019,2.357
S01007177,2019,3.248
S01007178,2019,5.492
S01007179,2019,141.66
S01007180,2019,1.78
S01007181,2019,35.177
S01007182,2019,12.709
S01007183,2019,1.904
S01007184,2019,26.704
S01007185,2019,11.384
S01007186,2019,12.443
S01007187,2019,37.743
S01007188,2019,5.613
S01007189,2019,7.326
S01007190,2019,8.32
S01007191,2019,5.067
S01007192,2019,4.023
S01007193,2019,2.29
S01007194,2019,2.369
S01007195,2019,7.178
S01007196,2019,1.72
S01007197,2019,4.845
S01007198,2019,1.376
S01007199,2019,4.829
S01007200,2019,0.892
S01007201,2019,1.965
S01007202,2019,1.424
S01007203,2019,1.441
S01007204,2019,7.757
S01007205,2019,15.778
S01007206,2019,3.6
S01007207,2019,14.182
S01007208,2019,12.443
S01007209,2019,125.722
S01007210,2019,9.269
S01007211,2019,125.722
S01007212,2019,4.407
S01007213,2019,2.881
S01007214,2019,5.255
S01007215,2019,5.271
S01007216,2019,2.827
S01007217,2019,6.299
S01007218,2019,1.581
S01007219,2019,68.894
S01007220,2019,3.627
S01007221,2019,3.369
S01007222,2019,105.321
S01007223,2019,2.194
S01007224,2019,4.156
S01007225,2019,35.21
S01007226,2019,17.441
S01007227,2019,7.624
S01007228,2019,18.011
S01007229,2019,18.268
S01007230,2019,14.905
S01007231,2019,0.528
S01007232,2019,1.115
S01007233,2019,29.079
S01007234,2019,4.504
S01007235,2019,4.796
S01007236,2019,15.281
S01007237,2019,3.332
S01007238,2019,3.297
S01007239,2019,15.947
S01007240,2019,18.79
S01007241,2019,9.831
S01007242,2019,5.451
S01007243,2019,4.585
S01007244,2019,18.437
S01007245,2019,12.437
S01007246,2019,14.885
S01007247,2019,14.923
S01007248,2019,19.995
S01007249,2019,18.297
S01007250,2019,25.993
S01007251,2019,2.753
S01007252,2019,19.995
S01007253,2019,12.425
S01007254,2019,9.445
S01007255,2019,1.559
S01007256,2019,15.36
S01007257,2019,11.772
S01007258,2019,27.938
S01007259,2019,41.416
S01007260,2019,4.094
S01007261,2019,0.957
S01007262,2019,2.85
S01007263,2019,1.687
S01007264,2019,70.255
S01007265,2019,12.252
S01007266,2019,4.06
S01007267,2019,7.226
S01007268,2019,9.677
S01007269,2019,9.01
S01007270,2019,5.996
S01007271,2019,4.393
S01007272,2019,12.168
S01007273,2019,3.121
S01007274,2019,22.765
S01007275,2019,5.035
S01007276,2019,9.188
S01007277,2019,3.23
S01007278,2019,3.036
S01007279,2019,6.195
S01007280,2019,11.928
S01007281,2019,15.181
S01007282,2019,7.348
S01007283,2019,12.031
S01007682,2019,30.84
S01007683,2019,2.746
S01007684,2019,15.08
S01007685,2019,13.23
S01007686,2019,5.903
S01007687,2019,4.153
S01007688,2019,4.476
S01007689,2019,5.003
S01007690,2019,2.562
S01007691,2019,415.836
S01007692,2019,4.653
S01007693,2019,30.176
S01007694,2019,352.515
S01007695,2019,1.665
S01007696,2019,7.191
S01007697,2019,2.4
S01007698,2019,3.633
S01007699,2019,4.074
S01007700,2019,12.995
S01007701,2019,10.999
S01007702,2019,12.855
S01007703,2019,4.103
S01007704,2019,8.282
S01007705,2019,278.714
S01007706,2019,71.307
S01007707,2019,48.942
S01007708,2019,2.984
S01007709,2019,4.109
S01007710,2019,62.412
S01007711,2019,40.266
S01007712,2019,1.073
S01007713,2019,3.567
S01007714,2019,14.075
S01007715,2019,7.418
S01007716,2019,5.02
S01007717,2019,8.931
S01007718,2019,19.739
S01007719,2019,2.805
S01007720,2019,3.976
S01007721,2019,1.115
S01007722,2019,1.383
S01007723,2019,2.566
S01007724,2019,15.081
S01007725,2019,0.993
S01007726,2019,7.614
S01007727,2019,6.887
S01007728,2019,7.625
S01007729,2019,8.327
S01007730,2019,6.887
S01007731,2019,3.537
S01007732,2019,16.58
S01007733,2019,6.665
S01007734,2019,2.984
S01007735,2019,2.945
S01007736,2019,5.054
S01007737,2019,32.52
S01007738,2019,2.044
S01007739,2019,3.873
S01007740,2019,32.52
S01007741,2019,1.362
S01007742,2019,32.52
S01007743,2019,1.347
S01007744,2019,3.012
S01007745,2019,5.853
S01007746,2019,1.231
S01007747,2019,1.635
S01007748,2019,5.853
S01007749,2019,3.264
S01007750,2019,3.5
S01007751,2019,12.648
S01007752,2019,15.288
S01007753,2019,22.68
S01007754,2019,1.426
S01007755,2019,1.021
S01007756,2019,1.233
S01007757,2019,2.675
S01007758,2019,6.009
S01007759,2019,20.03
S01007760,2019,16.673
S01007761,2019,5.728
S01007762,2019,19.444
S01007763,2019,2.74
S01007764,2019,5.489
S01007765,2019,2.375
S01007766,2019,6.754
S01007767,2019,2.956
S01007768,2019,3.004
S01007769,2019,2.667
S01007770,2019,5.793
S01007771,2019,5.601
S01007772,2019,3.206
S01007773,2019,3.882
S01007774,2019,4.198
S01007775,2019,12.453
S01007776,2019,2.43
S01007777,2019,3.505
S01007778,2019,6.297
S01007779,2019,277.394
S01007780,2019,1.457
S01007781,2019,2.161
S01007782,2019,1.181
S01007783,2019,1.707
S01007784,2019,9.391
S01007785,2019,12.123
S01007786,2019,1.806
S01007787,2019,1.291
S01007788,2019,0.672
S01007789,2019,1.072
S01007790,2019,0.073
S01007791,2019,15.555
S01007792,2019,2.531
S01007793,2019,2.888
S01007794,2019,15.555
S01007795,2019,15.555
S01007796,2019,29.59
S01007797,2019,3.363
S01007798,2019,2.153
S01007799,2019,2.258
S01007800,2019,2.486
S01007801,2019,3.853
S01007802,2019,0.075
S01007803,2019,78.666
S01007804,2019,3.554
S01007805,2019,2.98
S01007806,2019,1.207
S01007807,2019,15.493
S01007808,2019,12.482
S01007809,2019,12.482
S01007810,2019,25.998
S01007811,2019,3.543
S01007812,2019,2.151
S01007813,2019,3.647
S01007814,2019,2.129
S01007815,2019,15.566
S01007816,2019,3.452
S01007817,2019,1.333
S01007818,2019,1.333
S01007819,2019,4.52
S01007820,2019,8.753
S01007821,2019,1.586
S01007822,2019,5.685
S01007823,2019,8.871
S01007824,2019,14.842
S01007825,2019,222.214
S01007826,2019,78.218
S01007827,2019,14.158
S01007828,2019,8.579
S01007829,2019,2.013
S01007830,2019,2.734
S01007831,2019,14.845
S01007832,2019,1.254
S01007833,2019,23.366
S01007834,2019,2.538
S01007835,2019,2.23
S01007836,2019,4.181
S01007837,2019,1.831
S01007838,2019,2.367
S01007839,2019,39.194
S01007840,2019,10.531
S01007841,2019,2.196
S01007842,2019,14.425
S01007843,2019,1.473
S01007844,2019,1.498
S01007845,2019,2.512
S01007846,2019,29.74
S01007847,2019,6.686
S01007848,2019,1.292
S01007849,2019,0.864
S01007850,2019,1.467
S01007851,2019,2.418
S01007852,2019,3.357
S01007853,2019,6.084
S01007854,2019,15.693
S01007855,2019,22.118
S01007856,2019,1.509
S01007857,2019,1.374
S01007858,2019,116.875
S01007859,2019,4.383
S01007860,2019,0.211
S01007861,2019,4.273
S01007862,2019,1.04
S01007863,2019,3.973
S01007864,2019,2.332
S01007865,2019,7.406
S01007866,2019,8.459
S01007867,2019,190.529
S01007868,2019,34.83
S01007869,2019,100.246
S01011357,2019,0.689
S01011358,2019,1.847
S01011359,2019,7.084
S01011360,2019,14.302
S01011361,2019,1.847
S01011362,2019,14.475
S01011363,2019,6.441
S01011364,2019,0.956
S01011365,2019,50.087
S01011366,2019,2.88
S01011367,2019,0.952
S01011368,2019,6.408
S01011369,2019,8.56
S01011370,2019,6.408
S01011371,2019,1.772
S01011372,2019,0.488
S01011373,2019,1.465
S01011374,2019,14.911
S01011375,2019,1.421
S01011376,2019,2.266
S01011377,2019,18.944
S01011378,2019,2.982
S01011379,2019,2.383
S01011380,2019,10.6
S01011381,2019,137.937
S01011382,2019,92.405
S01011383,2019,3.439
S01011384,2019,0.486
S01011385,2019,0.164
S01011386,2019,3.439
S01011387,2019,92.405
S01011388,2019,14.518
S01011389,2019,18.111
S01011390,2019,4.131
S01011391,2019,0.947
S01011392,2019,1.0
S01011393,2019,9.608
S01011394,2019,1.511
S01011395,2019,31.769
S01011396,2019,34.738
S01011397,2019,4.506
S01011398,2019,4.506
S01011399,2019,0.709
S01011400,2019,13.508
S01011401,2019,19.105
S01011402,2019,6.691
S01011403,2019,2.478
S01011404,2019,4.171
S01011405,2019,12.428
S01011406,2019,12.428
S01011407,2019,1.987
S01011408,2019,1.195
S01011409,2019,0.86
S01011410,2019,5.691
S01011411,2019,1.582
S01011412,2019,1.037
S01011413,2019,1.99
S01011414,2019,2.108
S01011415,2019,1.129
S01011416,2019,1.202
S01011417,2019,47.539
S01011418,2019,1.01
S01011419,2019,0.23
S01011420,2019,1.078
S01011421,2019,5.355
S01011422,2019,5.355
S01011423,2019,0.23
S01011424,2019,0.238
S01011425,2019,0.901
S01011426,2019,7.085
S01011427,2019,2.546
S01011428,2019,3.406
S01011429,2019,93.973
S01011430,2019,13.136
S01011431,2019,7.93
S01011432,2019,4.699
S01011433,2019,1.103
S01011434,2019,4.93
S01011435,2019,32.38
S01011436,2019,4.198
S01011437,2019,0.74
S01011438,2019,1.012
S01011439,2019,13.419
S01011440,2019,1.081
S01011441,2019,8.766
S01011442,2019,1.404
S01011443,2019,1.735
S01011444,2019,1.766
S01011445,2019,4.464
S01011446,2019,258.245
S01011447,2019,3.259
S01011448,2019,12.634
S01011449,2019,4.29
S01011450,2019,3.246
S01011451,2019,37.101
S01011452,2019,14.894
S01011453,2019,5.489
S01011454,2019,1.755
S01011455,2019,0.597
S01011456,2019,6.098
S01011457,2019,0.933
S01011458,2019,8.407
S01011459,2019,7.739
S01011460,2019,2.69
S01011461,2019,3.979
S01011462,2019,3.838
S01011463,2019,19.853
S01011464,2019,15.702
S01011465,2019,2.831
S01011466,2019,3.358
S01011467,2019,2.625
S01011468,2019,2.131
S01011469,2019,2.807
S01011470,2019,0.375
S01011471,2019,6.518
S01011472,2019,36.2
S01011473,2019,126.704
S01011474,2019,14.404
S01011475,2019,14.404
S01011476,2019,6.265
S01011477,2019,1.452
S01011478,2019,52.224
S01011479,2019,5.092
S01011480,2019,18.596
S01011481,2019,0.552
S01011482,2019,5.439
S01011483,2019,1.02
S01011484,2019,1.599
S01011485,2019,0.99
S01011486,2019,2.267
S01011487,2019,8.669
S01011488,2019,1.719
S01011489,2019,0.302
S01011490,2019,13.145
S01011491,2019,1.031
S01011492,2019,18.399
S01011493,2019,4.207
S01011494,2019,5.672
S01011495,2019,1.378
S01011496,2019,1.357
S01011497,2019,7.425
S01011498,2019,1.709
S01011499,2019,5.183
S01011500,2019,0.835
S01011501,2019,1.552
S01011502,2019,2.107
S01011503,2019,1.552
S01011504,2019,381.665
S01011505,2019,4.476
S01011506,2019,1.949
S01011507,2019,1.949
S01011508,2019,10.66
S01011509,2019,2.103
S01011510,2019,1.869
S01011511,2019,1.061
S01011512,2019,2.372
S01011513,2019,0.93
S01011514,2019,3.584
S01011515,2019,1.282
S01011516,2019,0.942
S01011517,2019,1.203
S01011518,2019,9.963
S01011519,2019,1.438
S01011520,2019,12.726
S01011521,2019,1.302
S01011522,2019,20.93
S01011523,2019,46.242
S01011524,2019,12.726
S01011525,2019,49.293
S01011526,2019,0.275
S01011527,2019,1.201
S01011528,2019,5.469
S01011529,2019,5.469
S01011530,2019,12.915
S01011531,2019,137.186
S01011532,2019,1171.48
S01011533,2019,5.937
S01011534,2019,0.934
S01011535,2019,16.059
S01011536,2019,10.613
S01011537,2019,2.174
S01011538,2019,10.925
S01011539,2019,4.261
S01011540,2019,6.599
S01011541,2019,1.249
S01011542,2019,1.731
S01011543,2019,1.626
S01011544,2019,1.033
S01011545,2019,6.643
S01011546,2019,2.946
S01011547,2019,3.812
S01011548,2019,3.362
S01011549,2019,1.845
S01011550,2019,2.807
S01011551,2019,3.198
S01011552,2019,263.684
S01011553,2019,4.286
S01011554,2019,8.358
S01011555,2019,2.068
S01011556,2019,31.847
S01011557,2019,2.241
S01011558,2019,12.639
S01011559,2019,2.241
S01011560,2019,4.229
S01011561,2019,0.741
S01011562,2019,1.591
S01011563,2019,0.109
S01011564,2019,2.185
S01011565,2019,1.418
S01011566,2019,96.211
S01011567,2019,3.513
S01011568,2019,1.295
S01011569,2019,16.985
S01011570,2019,45.251
S01011571,2019,12.957
S01011572,2019,15.122
S01011573,2019,45.251
S01011574,2019,2.281
S01011575,2019,1.147
S01011576,2019,2.512
S01011577,2019,6.087
S01011578,2019,1.887
S01011579,2019,2.348
S01011580,2019,8.799
S01011581,2019,23.398
S01011582,2019,9.883
S01011583,2019,1.769
S01011584,2019,1.794
S01011585,2019,15.337
S01011586,2019,0.961
S01011587,2019,9.73
S01011588,2019,1.143
S01011589,2019,9.73
S01011590,2019,9.73
S01011591,2019,2.305
S01011592,2019,23.362
S01011593,2019,18.813
S01011594,2019,49.076
S01011595,2019,18.813
S01011596,2019,45.28
S01011597,2019,29.445
S01011598,2019,0.04
S01011599,2019,36.254
S01011600,2019,45.501
S01011601,2019,85.244
S01011602,2019,52.07
S01011603,2019,2.353
S01011604,2019,3.149
S01011605,2019,2.388
S01011606,2019,6.107
S01011607,2019,1.76
S01011608,2019,4.141
S01011609,2019,2.056
S01011610,2019,8.969
S01011611,2019,2.461
S01011612,2019,3.417
S01011613,2019,16.762
S01011614,2019,8.109
S01011615,2019,3.266
S01011616,2019,0.808
S01011617,2019,3.415
S01011618,2019,0.816
S01011619,2019,3.706
S01011620,2019,3.502
S01011621,2019,1.803
S01011622,2019,5.194
S01011623,2019,5.81
S01011624,2019,29.503
S01011625,2019,1.32
S01011626,2019,0.837
S01011627,2019,15.679
S01011628,2019,16.054
S01011629,2019,15.679
S01011630,2019,26.574
S01011631,2019,1.046
S01011632,2019,3.328
S01011633,2019,1.646
S01011634,2019,0.138
S01011635,2019,6.365
S01011636,2019,5.396
S01011637,2019,2.448
S01011638,2019,4.003
S01011639,2019,2.448
S01011640,2019,5.396
S01011641,2019,2.144
S01011642,2019,0.234
S01011643,2019,85.245
S01011644,2019,4.649
S01011645,2019,1.7
S01011646,2019,1.359
S01011647,2019,2.804
S01011648,2019,2.044
S01011649,2019,16.167
S01011650,2019,22.87
S01011651,2019,8.759
S01011652,2019,70.331
S01011653,2019,1.517
S01011654,2019,70.331
S01011655,2019,5.478
S01011656,2019,0.79
S01011657,2019,1.506
S01011658,2019,1.506
S01011659,2019,5.478
S01011660,2019,2.723
S01011661,2019,1.357
S01011662,2019,1.52
S01011663,2019,2.056
S01011664,2019,0.87
S01011665,2019,9.169
S01011666,2019,13.122
S01011667,2019,26.133
S01011668,2019,9.539
S01011669,2019,1.656
S01011670,2019,0.945
S01011671,2019,4.374
S01011672,2019,6.598
S01011673,2019,1.313
S01011674,2019,3.26
S01011675,2019,10.589
S01011676,2019,0.782
S01011677,2019,1.287
S01011678,2019,3.244
S01011679,2019,0.782
S01011680,2019,5.18
S01011681,2019,2.068
S01011682,2019,59.136
S01011683,2019,24.757
S01011684,2019,5.13
S01011685,2019,24.757
S01011686,2019,4.244
S01011687,2019,4.467
S01011688,2019,5.657
S01011689,2019,43.056
S01011690,2019,6.182
S01011691,2019,2.474
S01011692,2019,4.142
S01011693,2019,4.452
S01011694,2019,2.7
S01011695,2019,43.056
S01011696,2019,3.445
S01011697,2019,6.088
S01011698,2019,3.01
S01011699,2019,2.675
S01011700,2019,4.009
S01011701,2019,348.795
S01011702,2019,3.551
S01011703,2019,7.13
S01011704,2019,4.405
S01011705,2019,6.956
S01011706,2019,20.839
S01011707,2019,2.014
S01011708,2019,2.962
S01011709,2019,11.046
S01011710,2019,2.222
S01011711,2019,0.838
S01011712,2019,0.108
S01011713,2019,4.902
S01011714,2019,1.171
S01011715,2019,1.461
S01011716,2019,12.992
S01011717,2019,1.713
S01011718,2019,12.992
S01011719,2019,183.539
S01011720,2019,2.565
S01011721,2019,1.815
S01011722,2019,4.252
S01011723,2019,24.415
S01011724,2019,1.393
S01011725,2019,1.609
S01011726,2019,4.687
S01011727,2019,14.954
S01011728,2019,6.311
S01011729,2019,1.923
S01011730,2019,1.439
S01011731,2019,1.46
S01011732,2019,3.54
S01011733,2019,4.801
S01011734,2019,8.39
S01011735,2019,2.131
S01011736,2019,4.336
S01011737,2019,1.161
S01011738,2019,105.508
S01011739,2019,5.244
S01011740,2019,4.247
S01011741,2019,0.771
S01011742,2019,6.281
S01011743,2019,2.759
S01011744,2019,308.627
S01011745,2019,308.627
S01011746,2019,1.011
S01011747,2019,0.745
S01011748,2019,1.123
S01011749,2019,2.421
S01011750,2019,6.819
S01011751,2019,1.025
S01011752,2019,2.04
S01011753,2019,3.671
S01011754,2019,6.819
S01011755,2019,1.605
S01011756,2019,3.199
S01011757,2019,1.952
S01011758,2019,0.995
S01011759,2019,1.104
S01011760,2019,5.393
S01011761,2019,4.27
S01011762,2019,1.062
S01011763,2019,0.712
S01011764,2019,1.082
S01011765,2019,2.49
S01011766,2019,155.334
S01011767,2019,22.921
S01011768,2019,3.248
S01011769,2019,2.48
S01011770,2019,3.248
S01011771,2019,2.833
S01011772,2019,4.501
S01011773,2019,3.147
S01011774,2019,2.471
S01011775,2019,8.298
S01011776,2019,14.142
S01011777,2019,1.427
S01011778,2019,4.105
S01011779,2019,12.122
S01011780,2019,3.295
S01011781,2019,2.654
S01011782,2019,2.948
S01011783,2019,1.966
S01011784,2019,25.68
S01011785,2019,2.344
S01011786,2019,2.116
S01011787,2019,4.965
S01011788,2019,5.729
S01011789,2019,170.284
S01011790,2019,4.791
S01011791,2019,2.937
S01011792,2019,170.284
S01011793,2019,5.307
S01011794,2019,4.008
S01011795,2019,1.002
S01011796,2019,5.162
S01011797,2019,31.712
S01011798,2019,40.095
S01011799,2019,1.539
S01011800,2019,5.206
S01011801,2019,1.187
S01011802,2019,0.647
S01011803,2019,40.095
S01008033,2019,15.529
S01008034,2019,5.694
S01008035,2019,3.748
S01008036,2019,4.323
S01008037,2019,4.571
S01008038,2019,5.195
S01008039,2019,2.147
S01008040,2019,31.029
S01008041,2019,3.303
S01008042,2019,9.009
S01008043,2019,6.527
S01008044,2019,6.501
S01008045,2019,35.602
S01008046,2019,30.473
S01008047,2019,3.976
S01008048,2019,5.387
S01008049,2019,5.573
S01008050,2019,4.839
S01008051,2019,8.395
S01008052,2019,9.005
S01008053,2019,12.058
S01008054,2019,31.938
S01008055,2019,11.586
S01008056,2019,10.242
S01008057,2019,8.061
S01008058,2019,3.712
S01008059,2019,4.259
S01008060,2019,19.111
S01008061,2019,30.01
S01008062,2019,2.551
S01008063,2019,10.841
S01008064,2019,3.994
S01008065,2019,6.905
S01008066,2019,6.474
S01008067,2019,14.095
S01008068,2019,9.257
S01008069,2019,3.862
S01008070,2019,2.275
S01008071,2019,4.186
S01008072,2019,37.275
S01008073,2019,4.693
S01008074,2019,6.514
S01008075,2019,37.275
S01008076,2019,4.05
S01008077,2019,19.219
S01008078,2019,9.013
S01008079,2019,13.911
S01008080,2019,18.762
S01008081,2019,6.819
S01008082,2019,9.956
S01008083,2019,6.849
S01008084,2019,6.901
S01008085,2019,9.861
S01008086,2019,5.867
S01008087,2019,1.534
S01008088,2019,5.854
S01008089,2019,4.517
S01008090,2019,4.712
S01008091,2019,3.506
S01008092,2019,5.258
S01008093,2019,5.436
S01008094,2019,66.247
S01008095,2019,3.668
S01008096,2019,19.992
S01008097,2019,3.353
S01008098,2019,7.578
S01008099,2019,2.79
S01008100,2019,51.473
S01008101,2019,14.553
S01008102,2019,15.641
S01008103,2019,6.09
S01008104,2019,2.462
S01008105,2019,5.485
S01008106,2019,3.251
S01008107,2019,6.393
S01008108,2019,1.356
S01008109,2019,2.818
S01008110,2019,2.677
S01008111,2019,6.165
S01008112,2019,2.94
S01008113,2019,15.163
S01008114,2019,5.193
S01008115,2019,2.786
S01008116,2019,4.912
S01008117,2019,7.621
S01008118,2019,72.178
S01008119,2019,2.475
S01008120,2019,0.41
S01008121,2019,1.862
S01008122,2019,13.342
S01008123,2019,10.783
S01008124,2019,5.243
S01008125,2019,12.274
S01008126,2019,2.429
S01008127,2019,19.382
S01008128,2019,7.04
S01008129,2019,2.581
S01008130,2019,11.501
S01008131,2019,76.508
S01008132,2019,4.29
S01008133,2019,19.587
S01008134,2019,37.628
S01008135,2019,72.589
S01008136,2019,4.289
S01008137,2019,1.941
S01008138,2019,7.212
S01008139,2019,4.107
S01008140,2019,5.585
S01008141,2019,6.487
S01008142,2019,2.408
S01008143,2019,3.134
S01008144,2019,21.099
S01008145,2019,6.707
S01008146,2019,8.004
S01008147,2019,1.831
S01008148,2019,8.004
S01008149,2019,2.782
S01008150,2019,1.391
S01008151,2019,1.412
S01008152,2019,38.954
S01008153,2019,6.246
S01008154,2019,2.461
S01008155,2019,2.789
S01008156,2019,9.344
S01008157,2019,3.309
S01008158,2019,3.911
S01008159,2019,5.933
S01008160,2019,17.807
S01008161,2019,6.193
S01008162,2019,5.001
S01009758,2019,7.881
S01009759,2019,3.518
S01009760,2019,80.494
S01009761,2019,1.561
S01009762,2019,5.266
S01009763,2019,0.663
S01009764,2019,4.828
S01009765,2019,6.419
S01009766,2019,3.29
S01009767,2019,42.734
S01009768,2019,10.422
S01009769,2019,15.612
S01009770,2019,2.129
S01009771,2019,3.212
S01009772,2019,2.477
S01009773,2019,1.815
S01009774,2019,3.336
S01009775,2019,118.232
S01009776,2019,1.958
S01009777,2019,2.271
S01009778,2019,3.147
S01009779,2019,8.577
S01009780,2019,2.271
S01009781,2019,4.272
S01009782,2019,0.906
S01009783,2019,0.906
S01009784,2019,3.185
S01009785,2019,8.331
S01009786,2019,21.707
S01009787,2019,3.291
S01009788,2019,12.43
S01009789,2019,1.887
S01009790,2019,2.699
S01009791,2019,3.319
S01009792,2019,1.876
S01009793,2019,3.37
S01009794,2019,4.642
S01009795,2019,2.411
S01009796,2019,3.024
S01009797,2019,4.739
S01009798,2019,3.109
S01009799,2019,24.173
S01009800,2019,1.978
S01009801,2019,8.067
S01009802,2019,8.067
