Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description
glenwood-south-05,Glenwood South - 05,glenwood-south-05,,2824,
glenwood-south-06,Glenwood South - 06,glenwood-south-06,,2825,
glenwood-south-07,Glenwood South - 07,glenwood-south-07,,2826,
gorbals-and-hutchesontown-01,Gorbals and Hutchesontown - 01,gorbals-and-hutchesontown-01,,2827,
gorbals-and-hutchesontown-02,Gorbals and Hutchesontown - 02,gorbals-and-hutchesontown-02,,2828,
gorbals-and-hutchesontown-03,Gorbals and Hutchesontown - 03,gorbals-and-hutchesontown-03,,2829,
gorbals-and-hutchesontown-04,Gorbals and Hutchesontown - 04,gorbals-and-hutchesontown-04,,2830,
gorbals-and-hutchesontown-05,Gorbals and Hutchesontown - 05,gorbals-and-hutchesontown-05,,2831,
gorbals-and-hutchesontown-06,Gorbals and Hutchesontown - 06,gorbals-and-hutchesontown-06,,2832,
gorbals-and-hutchesontown-07,Gorbals and Hutchesontown - 07,gorbals-and-hutchesontown-07,,2833,
gorbals-and-hutchesontown-08,Gorbals and Hutchesontown - 08,gorbals-and-hutchesontown-08,,2834,
gordon-and-hume-area,Gordon and Hume Area,gordon-and-hume-area,,2835,
gorebridge-and-middleton-01,Gorebridge and Middleton - 01,gorebridge-and-middleton-01,,2836,
gorebridge-and-middleton-02,Gorebridge and Middleton - 02,gorebridge-and-middleton-02,,2837,
gorebridge-and-middleton-03,Gorebridge and Middleton - 03,gorebridge-and-middleton-03,,2838,
gorebridge-and-middleton-04,Gorebridge and Middleton - 04,gorebridge-and-middleton-04,,2839,
gorebridge-and-middleton-05,Gorebridge and Middleton - 05,gorebridge-and-middleton-05,,2840,
gorgie-east-01,Gorgie East - 01,gorgie-east-01,,2841,
gorgie-east-02,Gorgie East - 02,gorgie-east-02,,2842,
gorgie-east-03,Gorgie East - 03,gorgie-east-03,,2843,
gorgie-east-04,Gorgie East - 04,gorgie-east-04,,2844,
gorgie-east-05,Gorgie East - 05,gorgie-east-05,,2845,
gorgie-west-01,Gorgie West - 01,gorgie-west-01,,2846,
gorgie-west-02,Gorgie West - 02,gorgie-west-02,,2847,
gorgie-west-03,Gorgie West - 03,gorgie-west-03,,2848,
gorgie-west-04,Gorgie West - 04,gorgie-west-04,,2849,
gorgie-west-05,Gorgie West - 05,gorgie-west-05,,2850,
gourock-central-upper-east-and-irh-01,"Gourock Central, Upper East and IRH - 01",gourock-central-upper-east-and-irh-01,,2851,
gourock-central-upper-east-and-irh-02,"Gourock Central, Upper East and IRH - 02",gourock-central-upper-east-and-irh-02,,2852,
gourock-central-upper-east-and-irh-03,"Gourock Central, Upper East and IRH - 03",gourock-central-upper-east-and-irh-03,,2853,
gourock-central-upper-east-and-irh-04,"Gourock Central, Upper East and IRH - 04",gourock-central-upper-east-and-irh-04,,2854,
gourock-central-upper-east-and-irh-05,"Gourock Central, Upper East and IRH - 05",gourock-central-upper-east-and-irh-05,,2855,
gourock-central-upper-east-and-irh-06,"Gourock Central, Upper East and IRH - 06",gourock-central-upper-east-and-irh-06,,2856,
gourock-east-greenock-west-and-lyle-road-01,"Gourock East, Greenock West and Lyle Road - 01",gourock-east-greenock-west-and-lyle-road-01,,2857,
gourock-east-greenock-west-and-lyle-road-02,"Gourock East, Greenock West and Lyle Road - 02",gourock-east-greenock-west-and-lyle-road-02,,2858,
gourock-east-greenock-west-and-lyle-road-03,"Gourock East, Greenock West and Lyle Road - 03",gourock-east-greenock-west-and-lyle-road-03,,2859,
gourock-east-greenock-west-and-lyle-road-04,"Gourock East, Greenock West and Lyle Road - 04",gourock-east-greenock-west-and-lyle-road-04,,2860,
gourock-east-greenock-west-and-lyle-road-05,"Gourock East, Greenock West and Lyle Road - 05",gourock-east-greenock-west-and-lyle-road-05,,2861,
gourock-east-greenock-west-and-lyle-road-06,"Gourock East, Greenock West and Lyle Road - 06",gourock-east-greenock-west-and-lyle-road-06,,2862,
gourock-east-greenock-west-and-lyle-road-07,"Gourock East, Greenock West and Lyle Road - 07",gourock-east-greenock-west-and-lyle-road-07,,2863,
gourock-upper-and-west-central-and-upper-larkfield-01,Gourock Upper and West Central and Upper Larkfield - 01,gourock-upper-and-west-central-and-upper-larkfield-01,,2864,
gourock-upper-and-west-central-and-upper-larkfield-02,Gourock Upper and West Central and Upper Larkfield - 02,gourock-upper-and-west-central-and-upper-larkfield-02,,2865,
gourock-upper-and-west-central-and-upper-larkfield-03,Gourock Upper and West Central and Upper Larkfield - 03,gourock-upper-and-west-central-and-upper-larkfield-03,,2866,
gourock-upper-and-west-central-and-upper-larkfield-04,Gourock Upper and West Central and Upper Larkfield - 04,gourock-upper-and-west-central-and-upper-larkfield-04,,2867,
gourock-upper-and-west-central-and-upper-larkfield-05,Gourock Upper and West Central and Upper Larkfield - 05,gourock-upper-and-west-central-and-upper-larkfield-05,,2868,
gourock-upper-and-west-central-and-upper-larkfield-06,Gourock Upper and West Central and Upper Larkfield - 06,gourock-upper-and-west-central-and-upper-larkfield-06,,2869,
govan-and-linthouse-01,Govan and Linthouse - 01,govan-and-linthouse-01,,2870,
govan-and-linthouse-02,Govan and Linthouse - 02,govan-and-linthouse-02,,2871,
govan-and-linthouse-03,Govan and Linthouse - 03,govan-and-linthouse-03,,2872,
govan-and-linthouse-04,Govan and Linthouse - 04,govan-and-linthouse-04,,2873,
govan-and-linthouse-05,Govan and Linthouse - 05,govan-and-linthouse-05,,2874,
govan-and-linthouse-06,Govan and Linthouse - 06,govan-and-linthouse-06,,2875,
govan-and-linthouse-07,Govan and Linthouse - 07,govan-and-linthouse-07,,2876,
govanhill-east-and-aikenhead-01,Govanhill East and Aikenhead - 01,govanhill-east-and-aikenhead-01,,2877,
govanhill-east-and-aikenhead-02,Govanhill East and Aikenhead - 02,govanhill-east-and-aikenhead-02,,2878,
govanhill-east-and-aikenhead-03,Govanhill East and Aikenhead - 03,govanhill-east-and-aikenhead-03,,2879,
govanhill-east-and-aikenhead-04,Govanhill East and Aikenhead - 04,govanhill-east-and-aikenhead-04,,2880,
govanhill-east-and-aikenhead-05,Govanhill East and Aikenhead - 05,govanhill-east-and-aikenhead-05,,2881,
govanhill-west-01,Govanhill West - 01,govanhill-west-01,,2882,
govanhill-west-02,Govanhill West - 02,govanhill-west-02,,2883,
govanhill-west-03,Govanhill West - 03,govanhill-west-03,,2884,
govanhill-west-04,Govanhill West - 04,govanhill-west-04,,2885,
govanhill-west-05,Govanhill West - 05,govanhill-west-05,,2886,
govanhill-west-06,Govanhill West - 06,govanhill-west-06,,2887,
govanhill-west-07,Govanhill West - 07,govanhill-west-07,,2888,
gowkhall-and-landward,Gowkhall and Landward,gowkhall-and-landward,,2889,
gracemount-southhouse-and-burdiehouse-01,"Gracemount, Southhouse and Burdiehouse - 01",gracemount-southhouse-and-burdiehouse-01,,2890,
gracemount-southhouse-and-burdiehouse-02,"Gracemount, Southhouse and Burdiehouse - 02",gracemount-southhouse-and-burdiehouse-02,,2891,
gracemount-southhouse-and-burdiehouse-03,"Gracemount, Southhouse and Burdiehouse - 03",gracemount-southhouse-and-burdiehouse-03,,2892,
gracemount-southhouse-and-burdiehouse-04,"Gracemount, Southhouse and Burdiehouse - 04",gracemount-southhouse-and-burdiehouse-04,,2893,
gracemount-southhouse-and-burdiehouse-05,"Gracemount, Southhouse and Burdiehouse - 05",gracemount-southhouse-and-burdiehouse-05,,2894,
gracemount-southhouse-and-burdiehouse-06,"Gracemount, Southhouse and Burdiehouse - 06",gracemount-southhouse-and-burdiehouse-06,,2895,
grange-howard-and-gargieston-01,"Grange, Howard and Gargieston - 01",grange-howard-and-gargieston-01,,2896,
grange-howard-and-gargieston-02,"Grange, Howard and Gargieston - 02",grange-howard-and-gargieston-02,,2897,
grange-howard-and-gargieston-03,"Grange, Howard and Gargieston - 03",grange-howard-and-gargieston-03,,2898,
grange-howard-and-gargieston-04,"Grange, Howard and Gargieston - 04",grange-howard-and-gargieston-04,,2899,
grange-howard-and-gargieston-05,"Grange, Howard and Gargieston - 05",grange-howard-and-gargieston-05,,2900,
grange-howard-and-gargieston-06,"Grange, Howard and Gargieston - 06",grange-howard-and-gargieston-06,,2901,
grange-howard-and-gargieston-07,"Grange, Howard and Gargieston - 07",grange-howard-and-gargieston-07,,2902,
grange-howard-and-gargieston-08,"Grange, Howard and Gargieston - 08",grange-howard-and-gargieston-08,,2903,
grangemouth-bowhouse-01,Grangemouth - Bowhouse - 01,grangemouth-bowhouse-01,,2904,
grangemouth-bowhouse-02,Grangemouth - Bowhouse - 02,grangemouth-bowhouse-02,,2905,
grangemouth-bowhouse-03,Grangemouth - Bowhouse - 03,grangemouth-bowhouse-03,,2906,
grangemouth-bowhouse-04,Grangemouth - Bowhouse - 04,grangemouth-bowhouse-04,,2907,
grangemouth-bowhouse-05,Grangemouth - Bowhouse - 05,grangemouth-bowhouse-05,,2908,
grangemouth-kersiebank-01,Grangemouth - Kersiebank - 01,grangemouth-kersiebank-01,,2909,
grangemouth-kersiebank-02,Grangemouth - Kersiebank - 02,grangemouth-kersiebank-02,,2910,
grangemouth-kersiebank-03,Grangemouth - Kersiebank - 03,grangemouth-kersiebank-03,,2911,
grangemouth-kersiebank-04,Grangemouth - Kersiebank - 04,grangemouth-kersiebank-04,,2912,
grangemouth-kersiebank-05,Grangemouth - Kersiebank - 05,grangemouth-kersiebank-05,,2913,
grangemouth-kersiebank-06,Grangemouth - Kersiebank - 06,grangemouth-kersiebank-06,,2914,
grangemouth-newlands-01,Grangemouth - Newlands - 01,grangemouth-newlands-01,,2915,
grangemouth-newlands-02,Grangemouth - Newlands - 02,grangemouth-newlands-02,,2916,
grangemouth-newlands-03,Grangemouth - Newlands - 03,grangemouth-newlands-03,,2917,
grangemouth-newlands-04,Grangemouth - Newlands - 04,grangemouth-newlands-04,,2918,
grangemouth-newlands-05,Grangemouth - Newlands - 05,grangemouth-newlands-05,,2919,
grangemouth-newlands-06,Grangemouth - Newlands - 06,grangemouth-newlands-06,,2920,
grangemouth-newlands-07,Grangemouth - Newlands - 07,grangemouth-newlands-07,,2921,
grangemouth-newlands-08,Grangemouth - Newlands - 08,grangemouth-newlands-08,,2922,
grangemouth-town-centre-01,Grangemouth - Town Centre - 01,grangemouth-town-centre-01,,2923,
grangemouth-town-centre-02,Grangemouth - Town Centre - 02,grangemouth-town-centre-02,,2924,
grangemouth-town-centre-03,Grangemouth - Town Centre - 03,grangemouth-town-centre-03,,2925,
grangemouth-town-centre-04,Grangemouth - Town Centre - 04,grangemouth-town-centre-04,,2926,
grangemouth-town-centre-05,Grangemouth - Town Centre - 05,grangemouth-town-centre-05,,2927,
granton-south-and-wardieburn-01,Granton South and Wardieburn - 01,granton-south-and-wardieburn-01,,2928,
granton-south-and-wardieburn-02,Granton South and Wardieburn - 02,granton-south-and-wardieburn-02,,2929,
granton-south-and-wardieburn-03,Granton South and Wardieburn - 03,granton-south-and-wardieburn-03,,2930,
granton-south-and-wardieburn-04,Granton South and Wardieburn - 04,granton-south-and-wardieburn-04,,2931,
granton-west-and-salvesen-01,Granton West and Salvesen - 01,granton-west-and-salvesen-01,,2932,
granton-west-and-salvesen-02,Granton West and Salvesen - 02,granton-west-and-salvesen-02,,2933,
granton-west-and-salvesen-03,Granton West and Salvesen - 03,granton-west-and-salvesen-03,,2934,
granton-west-and-salvesen-04,Granton West and Salvesen - 04,granton-west-and-salvesen-04,,2935,
granton-west-and-salvesen-05,Granton West and Salvesen - 05,granton-west-and-salvesen-05,,2936,
granton-and-royston-mains-01,Granton and Royston Mains - 01,granton-and-royston-mains-01,,2937,
granton-and-royston-mains-02,Granton and Royston Mains - 02,granton-and-royston-mains-02,,2938,
granton-and-royston-mains-03,Granton and Royston Mains - 03,granton-and-royston-mains-03,,2939,
granton-and-royston-mains-04,Granton and Royston Mains - 04,granton-and-royston-mains-04,,2940,
great-junction-street-01,Great Junction Street - 01,great-junction-street-01,,2941,
great-junction-street-02,Great Junction Street - 02,great-junction-street-02,,2942,
great-junction-street-03,Great Junction Street - 03,great-junction-street-03,,2943,
great-junction-street-04,Great Junction Street - 04,great-junction-street-04,,2944,
great-junction-street-05,Great Junction Street - 05,great-junction-street-05,,2945,
great-junction-street-06,Great Junction Street - 06,great-junction-street-06,,2946,
great-junction-street-07,Great Junction Street - 07,great-junction-street-07,,2947,
greater-lochgilphead-01,Greater Lochgilphead - 01,greater-lochgilphead-01,,2948,
greater-lochgilphead-02,Greater Lochgilphead - 02,greater-lochgilphead-02,,2949,
greater-lochgilphead-03,Greater Lochgilphead - 03,greater-lochgilphead-03,,2950,
greater-lochgilphead-04,Greater Lochgilphead - 04,greater-lochgilphead-04,,2951,
greater-lochgilphead-05,Greater Lochgilphead - 05,greater-lochgilphead-05,,2952,
greenbank-and-the-braids-01,Greenbank and The Braids - 01,greenbank-and-the-braids-01,,2953,
greenbank-and-the-braids-02,Greenbank and The Braids - 02,greenbank-and-the-braids-02,,2954,
greenbank-and-the-braids-03,Greenbank and The Braids - 03,greenbank-and-the-braids-03,,2955,
greenbank-and-the-braids-04,Greenbank and The Braids - 04,greenbank-and-the-braids-04,,2956,
greenbank-and-the-braids-05,Greenbank and The Braids - 05,greenbank-and-the-braids-05,,2957,
greenend-and-carnbroe-01,Greenend and Carnbroe - 01,greenend-and-carnbroe-01,,2958,
greenend-and-carnbroe-02,Greenend and Carnbroe - 02,greenend-and-carnbroe-02,,2959,
greenend-and-carnbroe-03,Greenend and Carnbroe - 03,greenend-and-carnbroe-03,,2960,
greenend-and-carnbroe-04,Greenend and Carnbroe - 04,greenend-and-carnbroe-04,,2961,
greenend-and-carnbroe-05,Greenend and Carnbroe - 05,greenend-and-carnbroe-05,,2962,
greenend-and-carnbroe-06,Greenend and Carnbroe - 06,greenend-and-carnbroe-06,,2963,
greenend-and-carnbroe-07,Greenend and Carnbroe - 07,greenend-and-carnbroe-07,,2964,
greenfaulds-01,Greenfaulds - 01,greenfaulds-01,,2965,
greenfaulds-02,Greenfaulds - 02,greenfaulds-02,,2966,
greenfaulds-03,Greenfaulds - 03,greenfaulds-03,,2967,
greenfaulds-04,Greenfaulds - 04,greenfaulds-04,,2968,
greenfaulds-05,Greenfaulds - 05,greenfaulds-05,,2969,
greenfield-01,Greenfield - 01,greenfield-01,,2970,
greenfield-02,Greenfield - 02,greenfield-02,,2971,
greenfield-03,Greenfield - 03,greenfield-03,,2972,
greenfield-04,Greenfield - 04,greenfield-04,,2973,
greenfield-05,Greenfield - 05,greenfield-05,,2974,
greenfield-06,Greenfield - 06,greenfield-06,,2975,
greenhills-01,Greenhills - 01,greenhills-01,,2976,
greenhills-02,Greenhills - 02,greenhills-02,,2977,
greenhills-03,Greenhills - 03,greenhills-03,,2978,
greenhills-04,Greenhills - 04,greenhills-04,,2979,
greenhills-05,Greenhills - 05,greenhills-05,,2980,
greenlaw,Greenlaw,greenlaw,,2981,
greenock-east-01,Greenock East - 01,greenock-east-01,,2982,
greenock-east-02,Greenock East - 02,greenock-east-02,,2983,
greenock-east-03,Greenock East - 03,greenock-east-03,,2984,
greenock-east-04,Greenock East - 04,greenock-east-04,,2985,
greenock-east-05,Greenock East - 05,greenock-east-05,,2986,
greenock-east-06,Greenock East - 06,greenock-east-06,,2987,
greenock-east-07,Greenock East - 07,greenock-east-07,,2988,
greenock-east-08,Greenock East - 08,greenock-east-08,,2989,
greenock-east-09,Greenock East - 09,greenock-east-09,,2990,
greenock-town-centre-and-east-central-01,Greenock Town Centre and East Central - 01,greenock-town-centre-and-east-central-01,,2991,
greenock-town-centre-and-east-central-02,Greenock Town Centre and East Central - 02,greenock-town-centre-and-east-central-02,,2992,
greenock-town-centre-and-east-central-03,Greenock Town Centre and East Central - 03,greenock-town-centre-and-east-central-03,,2993,
greenock-town-centre-and-east-central-04,Greenock Town Centre and East Central - 04,greenock-town-centre-and-east-central-04,,2994,
greenock-town-centre-and-east-central-05,Greenock Town Centre and East Central - 05,greenock-town-centre-and-east-central-05,,2995,
greenock-town-centre-and-east-central-06,Greenock Town Centre and East Central - 06,greenock-town-centre-and-east-central-06,,2996,
greenock-town-centre-and-east-central-07,Greenock Town Centre and East Central - 07,greenock-town-centre-and-east-central-07,,2997,
greenock-town-centre-and-east-central-08,Greenock Town Centre and East Central - 08,greenock-town-centre-and-east-central-08,,2998,
greenock-upper-central-01,Greenock Upper Central - 01,greenock-upper-central-01,,2999,
greenock-upper-central-02,Greenock Upper Central - 02,greenock-upper-central-02,,3000,
greenock-upper-central-03,Greenock Upper Central - 03,greenock-upper-central-03,,3001,
greenock-upper-central-04,Greenock Upper Central - 04,greenock-upper-central-04,,3002,
greenock-upper-central-05,Greenock Upper Central - 05,greenock-upper-central-05,,3003,
greenock-upper-central-06,Greenock Upper Central - 06,greenock-upper-central-06,,3004,
greenock-west-and-central-01,Greenock West and Central - 01,greenock-west-and-central-01,,3005,
greenock-west-and-central-02,Greenock West and Central - 02,greenock-west-and-central-02,,3006,
greenock-west-and-central-03,Greenock West and Central - 03,greenock-west-and-central-03,,3007,
greenock-west-and-central-04,Greenock West and Central - 04,greenock-west-and-central-04,,3008,
greenock-west-and-central-05,Greenock West and Central - 05,greenock-west-and-central-05,,3009,
greenock-west-and-central-06,Greenock West and Central - 06,greenock-west-and-central-06,,3010,
greenock-west-and-central-07,Greenock West and Central - 07,greenock-west-and-central-07,,3011,
greenock-west-and-central-08,Greenock West and Central - 08,greenock-west-and-central-08,,3012,
gretna-01,Gretna - 01,gretna-01,,3013,
gretna-02,Gretna - 02,gretna-02,,3014,
gretna-03,Gretna - 03,gretna-03,,3015,
gretna-04,Gretna - 04,gretna-04,,3016,
gretna-05,Gretna - 05,gretna-05,,3017,
gretna-06,Gretna - 06,gretna-06,,3018,
guardbridge,Guardbridge,guardbridge,,3019,
guildtown-balbeggie-and-st-madoes-01,"Guildtown, Balbeggie and St Madoes - 01",guildtown-balbeggie-and-st-madoes-01,,3020,
guildtown-balbeggie-and-st-madoes-02,"Guildtown, Balbeggie and St Madoes - 02",guildtown-balbeggie-and-st-madoes-02,,3021,
guildtown-balbeggie-and-st-madoes-03,"Guildtown, Balbeggie and St Madoes - 03",guildtown-balbeggie-and-st-madoes-03,,3022,
guildtown-balbeggie-and-st-madoes-04,"Guildtown, Balbeggie and St Madoes - 04",guildtown-balbeggie-and-st-madoes-04,,3023,
hairmyres-and-westwood-west-01,Hairmyres and Westwood West - 01,hairmyres-and-westwood-west-01,,3024,
hairmyres-and-westwood-west-02,Hairmyres and Westwood West - 02,hairmyres-and-westwood-west-02,,3025,
hairmyres-and-westwood-west-03,Hairmyres and Westwood West - 03,hairmyres-and-westwood-west-03,,3026,
hairmyres-and-westwood-west-04,Hairmyres and Westwood West - 04,hairmyres-and-westwood-west-04,,3027,
hairmyres-and-westwood-west-05,Hairmyres and Westwood West - 05,hairmyres-and-westwood-west-05,,3028,
halbeath,Halbeath,halbeath,,3029,
halfway-hallside-and-drumsagard-01,"Halfway, Hallside and Drumsagard - 01",halfway-hallside-and-drumsagard-01,,3030,
halfway-hallside-and-drumsagard-02,"Halfway, Hallside and Drumsagard - 02",halfway-hallside-and-drumsagard-02,,3031,
halfway-hallside-and-drumsagard-03,"Halfway, Hallside and Drumsagard - 03",halfway-hallside-and-drumsagard-03,,3032,
halfway-hallside-and-drumsagard-04,"Halfway, Hallside and Drumsagard - 04",halfway-hallside-and-drumsagard-04,,3033,
halfway-hallside-and-drumsagard-05,"Halfway, Hallside and Drumsagard - 05",halfway-hallside-and-drumsagard-05,,3034,
halfway-hallside-and-drumsagard-06,"Halfway, Hallside and Drumsagard - 06",halfway-hallside-and-drumsagard-06,,3035,
halfway-hallside-and-drumsagard-07,"Halfway, Hallside and Drumsagard - 07",halfway-hallside-and-drumsagard-07,,3036,
hallglen-and-glen-village-01,Hallglen and Glen Village - 01,hallglen-and-glen-village-01,,3037,
hallglen-and-glen-village-02,Hallglen and Glen Village - 02,hallglen-and-glen-village-02,,3038,
hallglen-and-glen-village-03,Hallglen and Glen Village - 03,hallglen-and-glen-village-03,,3039,
hallglen-and-glen-village-04,Hallglen and Glen Village - 04,hallglen-and-glen-village-04,,3040,
hallow-hill,Hallow Hill,hallow-hill,,3041,
hallow-hill-south,Hallow Hill South,hallow-hill-south,,3042,
hamilton-centre-and-low-parks-01,Hamilton Centre and Low Parks - 01,hamilton-centre-and-low-parks-01,,3043,
hamilton-centre-and-low-parks-02,Hamilton Centre and Low Parks - 02,hamilton-centre-and-low-parks-02,,3044,
hamilton-centre-and-low-parks-03,Hamilton Centre and Low Parks - 03,hamilton-centre-and-low-parks-03,,3045,
hamilton-centre-and-low-parks-04,Hamilton Centre and Low Parks - 04,hamilton-centre-and-low-parks-04,,3046,
hamilton-centre-and-low-parks-05,Hamilton Centre and Low Parks - 05,hamilton-centre-and-low-parks-05,,3047,
hanover-north-01,Hanover North - 01,hanover-north-01,,3048,
hanover-north-02,Hanover North - 02,hanover-north-02,,3049,
hanover-north-03,Hanover North - 03,hanover-north-03,,3050,
hanover-north-04,Hanover North - 04,hanover-north-04,,3051,
hanover-south-01,Hanover South - 01,hanover-south-01,,3052,
hanover-south-02,Hanover South - 02,hanover-south-02,,3053,
hanover-south-03,Hanover South - 03,hanover-south-03,,3054,
hanover-south-04,Hanover South - 04,hanover-south-04,,3055,
hareleeshill-01,Hareleeshill - 01,hareleeshill-01,,3056,
hareleeshill-02,Hareleeshill - 02,hareleeshill-02,,3057,
hareleeshill-03,Hareleeshill - 03,hareleeshill-03,,3058,
hareleeshill-04,Hareleeshill - 04,hareleeshill-04,,3059,
hareleeshill-05,Hareleeshill - 05,hareleeshill-05,,3060,
hareleeshill-06,Hareleeshill - 06,hareleeshill-06,,3061,
harestanes-01,Harestanes - 01,harestanes-01,,3062,
harestanes-02,Harestanes - 02,harestanes-02,,3063,
harestanes-03,Harestanes - 03,harestanes-03,,3064,
harestanes-04,Harestanes - 04,harestanes-04,,3065,
harris-01,Harris - 01,harris-01,,3066,
harris-02,Harris - 02,harris-02,,3067,
harthill-and-salsburgh-01,Harthill and Salsburgh - 01,harthill-and-salsburgh-01,,3068,
harthill-and-salsburgh-02,Harthill and Salsburgh - 02,harthill-and-salsburgh-02,,3069,
harthill-and-salsburgh-03,Harthill and Salsburgh - 03,harthill-and-salsburgh-03,,3070,
harthill-and-salsburgh-04,Harthill and Salsburgh - 04,harthill-and-salsburgh-04,,3071,
harthill-and-salsburgh-05,Harthill and Salsburgh - 05,harthill-and-salsburgh-05,,3072,
harthill-and-salsburgh-06,Harthill and Salsburgh - 06,harthill-and-salsburgh-06,,3073,
harthill-and-salsburgh-07,Harthill and Salsburgh - 07,harthill-and-salsburgh-07,,3074,
harthill-and-salsburgh-08,Harthill and Salsburgh - 08,harthill-and-salsburgh-08,,3075,
hattonrigg-01,Hattonrigg - 01,hattonrigg-01,,3076,
hattonrigg-02,Hattonrigg - 02,hattonrigg-02,,3077,
hattonrigg-03,Hattonrigg - 03,hattonrigg-03,,3078,
hawick-burnfoot-central,Hawick - Burnfoot - Central,hawick-burnfoot-central,,3079,
hawick-burnfoot-north,Hawick - Burnfoot - North,hawick-burnfoot-north,,3080,
hawick-burnfoot-south-east,Hawick - Burnfoot - South East,hawick-burnfoot-south-east,,3081,
hawick-burnfoot-west,Hawick - Burnfoot - West,hawick-burnfoot-west,,3082,
hawick-central-drumlanrig,Hawick Central - Drumlanrig,hawick-central-drumlanrig,,3083,
hawick-central-millers-knowes,Hawick Central - Millers Knowes,hawick-central-millers-knowes,,3084,
hawick-central-town-centre,Hawick Central - Town Centre,hawick-central-town-centre,,3085,
hawick-central-trinity,Hawick Central - Trinity,hawick-central-trinity,,3086,
hawick-central-weensland,Hawick Central - Weensland,hawick-central-weensland,,3087,
hawick-central-wellogate,Hawick Central - Wellogate,hawick-central-wellogate,,3088,
hawick-north-commercial-road,Hawick North - Commercial Road,hawick-north-commercial-road,,3089,
hawick-north-silverbuthall,Hawick North - Silverbuthall,hawick-north-silverbuthall,,3090,
hawick-north-stirtches,Hawick North - Stirtches,hawick-north-stirtches,,3091,
hawick-north-wilton-hill,Hawick North - Wilton Hill,hawick-north-wilton-hill,,3092,
hawick-west-end-crumhaugh,Hawick West End - Crumhaugh,hawick-west-end-crumhaugh,,3093,
hawick-west-end-crumhaughill-and-parkdaill,Hawick West End - Crumhaughill and Parkdaill,hawick-west-end-crumhaughill-and-parkdaill,,3094,
hawick-west-end-wilton-dean,Hawick West End - Wilton Dean,hawick-west-end-wilton-dean,,3095,
hayfield-north,Hayfield North,hayfield-north,,3096,
hayfield-south,Hayfield South,hayfield-south,,3097,
hazelbank-and-kirkfieldbank-01,Hazelbank and Kirkfieldbank - 01,hazelbank-and-kirkfieldbank-01,,3098,
hazelbank-and-kirkfieldbank-02,Hazelbank and Kirkfieldbank - 02,hazelbank-and-kirkfieldbank-02,,3099,
hazelbank-and-kirkfieldbank-03,Hazelbank and Kirkfieldbank - 03,hazelbank-and-kirkfieldbank-03,,3100,
hazelbank-and-kirkfieldbank-04,Hazelbank and Kirkfieldbank - 04,hazelbank-and-kirkfieldbank-04,,3101,
hazelbank-and-kirkfieldbank-05,Hazelbank and Kirkfieldbank - 05,hazelbank-and-kirkfieldbank-05,,3102,
hazlehead-01,Hazlehead - 01,hazlehead-01,,3103,
hazlehead-02,Hazlehead - 02,hazlehead-02,,3104,
hazlehead-03,Hazlehead - 03,hazlehead-03,,3105,
hazlehead-04,Hazlehead - 04,hazlehead-04,,3106,
hazlehead-05,Hazlehead - 05,hazlehead-05,,3107,
hazlehead-06,Hazlehead - 06,hazlehead-06,,3108,
head-of-muir-and-dennyloanhead-01,Head of Muir and Dennyloanhead - 01,head-of-muir-and-dennyloanhead-01,,3109,
head-of-muir-and-dennyloanhead-02,Head of Muir and Dennyloanhead - 02,head-of-muir-and-dennyloanhead-02,,3110,
head-of-muir-and-dennyloanhead-03,Head of Muir and Dennyloanhead - 03,head-of-muir-and-dennyloanhead-03,,3111,
head-of-muir-and-dennyloanhead-04,Head of Muir and Dennyloanhead - 04,head-of-muir-and-dennyloanhead-04,,3112,
headwell-central,Headwell Central,headwell-central,,3113,
headwell-east,Headwell East,headwell-east,,3114,
headwell-north,Headwell North,headwell-north,,3115,
headwell-south-west,Headwell South West,headwell-south-west,,3116,
heathfield-01,Heathfield - 01,heathfield-01,,3117,
heathfield-02,Heathfield - 02,heathfield-02,,3118,
heathfield-03,Heathfield - 03,heathfield-03,,3119,
heathfield-04,Heathfield - 04,heathfield-04,,3120,
heathfield-05,Heathfield - 05,heathfield-05,,3121,
heathfield-06,Heathfield - 06,heathfield-06,,3122,
heathhall-01,Heathhall - 01,heathhall-01,,3123,
heathhall-02,Heathhall - 02,heathhall-02,,3124,
heathhall-03,Heathhall - 03,heathhall-03,,3125,
heathhall-04,Heathhall - 04,heathhall-04,,3126,
heathhall-05,Heathhall - 05,heathhall-05,,3127,
heathryfold-and-middlefield-01,Heathryfold and Middlefield - 01,heathryfold-and-middlefield-01,,3128,
heathryfold-and-middlefield-02,Heathryfold and Middlefield - 02,heathryfold-and-middlefield-02,,3129,
heathryfold-and-middlefield-03,Heathryfold and Middlefield - 03,heathryfold-and-middlefield-03,,3130,
heathryfold-and-middlefield-04,Heathryfold and Middlefield - 04,heathryfold-and-middlefield-04,,3131,
heathryfold-and-middlefield-05,Heathryfold and Middlefield - 05,heathryfold-and-middlefield-05,,3132,
heathryfold-and-middlefield-06,Heathryfold and Middlefield - 06,heathryfold-and-middlefield-06,,3133,
heldon-west-fogwatt-to-inchberry-01,"Heldon West, Fogwatt to Inchberry - 01",heldon-west-fogwatt-to-inchberry-01,,3134,
heldon-west-fogwatt-to-inchberry-02,"Heldon West, Fogwatt to Inchberry - 02",heldon-west-fogwatt-to-inchberry-02,,3135,
