areacd,areanm,geography,indicator,period,observation,measure,unit,lci_95,uci_95,status,notes,notes
W06000009,Pembrokeshire,Local Authority District,Apprenticeship achievements (Wales),2024-08-01/P1Y,618,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000010,Carmarthenshire,Local Authority District,Apprenticeship achievements (Wales),2023-08-01/P1Y,516,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000010,Carmarthenshire,Local Authority District,Apprenticeship achievements (Wales),2016-08-01/P1Y,588,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000010,Carmarthenshire,Local Authority District,Apprenticeship achievements (Wales),2017-08-01/P1Y,712,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000010,Carmarthenshire,Local Authority District,Apprenticeship achievements (Wales),2018-08-01/P1Y,861,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000010,Carmarthenshire,Local Authority District,Apprenticeship achievements (Wales),2021-08-01/P1Y,491,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000010,Carmarthenshire,Local Authority District,Apprenticeship achievements (Wales),2022-08-01/P1Y,450,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000010,Carmarthenshire,Local Authority District,Apprenticeship achievements (Wales),2024-08-01/P1Y,549,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000011,Swansea,Local Authority District,Apprenticeship achievements (Wales),2023-08-01/P1Y,492,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000011,Swansea,Local Authority District,Apprenticeship achievements (Wales),2024-08-01/P1Y,555,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000011,Swansea,Local Authority District,Apprenticeship achievements (Wales),2022-08-01/P1Y,486,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000011,Swansea,Local Authority District,Apprenticeship achievements (Wales),2021-08-01/P1Y,403,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000011,Swansea,Local Authority District,Apprenticeship achievements (Wales),2018-08-01/P1Y,761,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000011,Swansea,Local Authority District,Apprenticeship achievements (Wales),2017-08-01/P1Y,650,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000011,Swansea,Local Authority District,Apprenticeship achievements (Wales),2016-08-01/P1Y,466,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000012,Neath Port Talbot,Local Authority District,Apprenticeship achievements (Wales),2023-08-01/P1Y,688,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000012,Neath Port Talbot,Local Authority District,Apprenticeship achievements (Wales),2022-08-01/P1Y,626,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000012,Neath Port Talbot,Local Authority District,Apprenticeship achievements (Wales),2021-08-01/P1Y,470,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000012,Neath Port Talbot,Local Authority District,Apprenticeship achievements (Wales),2024-08-01/P1Y,655,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000012,Neath Port Talbot,Local Authority District,Apprenticeship achievements (Wales),2017-08-01/P1Y,805,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000012,Neath Port Talbot,Local Authority District,Apprenticeship achievements (Wales),2016-08-01/P1Y,599,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000012,Neath Port Talbot,Local Authority District,Apprenticeship achievements (Wales),2018-08-01/P1Y,1059,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000013,Bridgend,Local Authority District,Apprenticeship achievements (Wales),2016-08-01/P1Y,573,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000013,Bridgend,Local Authority District,Apprenticeship achievements (Wales),2017-08-01/P1Y,695,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000013,Bridgend,Local Authority District,Apprenticeship achievements (Wales),2018-08-01/P1Y,877,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000013,Bridgend,Local Authority District,Apprenticeship achievements (Wales),2021-08-01/P1Y,451,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000013,Bridgend,Local Authority District,Apprenticeship achievements (Wales),2022-08-01/P1Y,545,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000013,Bridgend,Local Authority District,Apprenticeship achievements (Wales),2023-08-01/P1Y,537,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000013,Bridgend,Local Authority District,Apprenticeship achievements (Wales),2024-08-01/P1Y,591,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000014,Vale of Glamorgan,Local Authority District,Apprenticeship achievements (Wales),2023-08-01/P1Y,469,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000014,Vale of Glamorgan,Local Authority District,Apprenticeship achievements (Wales),2024-08-01/P1Y,465,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000014,Vale of Glamorgan,Local Authority District,Apprenticeship achievements (Wales),2022-08-01/P1Y,400,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000014,Vale of Glamorgan,Local Authority District,Apprenticeship achievements (Wales),2021-08-01/P1Y,393,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000014,Vale of Glamorgan,Local Authority District,Apprenticeship achievements (Wales),2018-08-01/P1Y,767,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000014,Vale of Glamorgan,Local Authority District,Apprenticeship achievements (Wales),2017-08-01/P1Y,642,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000014,Vale of Glamorgan,Local Authority District,Apprenticeship achievements (Wales),2016-08-01/P1Y,464,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000015,Cardiff,Local Authority District,Apprenticeship achievements (Wales),2023-08-01/P1Y,431,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000015,Cardiff,Local Authority District,Apprenticeship achievements (Wales),2022-08-01/P1Y,372,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000015,Cardiff,Local Authority District,Apprenticeship achievements (Wales),2021-08-01/P1Y,354,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000015,Cardiff,Local Authority District,Apprenticeship achievements (Wales),2024-08-01/P1Y,500,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000015,Cardiff,Local Authority District,Apprenticeship achievements (Wales),2017-08-01/P1Y,582,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000015,Cardiff,Local Authority District,Apprenticeship achievements (Wales),2016-08-01/P1Y,432,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000015,Cardiff,Local Authority District,Apprenticeship achievements (Wales),2018-08-01/P1Y,660,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000016,Rhondda Cynon Taf,Local Authority District,Apprenticeship achievements (Wales),2016-08-01/P1Y,585,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000016,Rhondda Cynon Taf,Local Authority District,Apprenticeship achievements (Wales),2017-08-01/P1Y,808,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000016,Rhondda Cynon Taf,Local Authority District,Apprenticeship achievements (Wales),2018-08-01/P1Y,838,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000016,Rhondda Cynon Taf,Local Authority District,Apprenticeship achievements (Wales),2021-08-01/P1Y,534,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000016,Rhondda Cynon Taf,Local Authority District,Apprenticeship achievements (Wales),2022-08-01/P1Y,567,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000016,Rhondda Cynon Taf,Local Authority District,Apprenticeship achievements (Wales),2023-08-01/P1Y,593,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000016,Rhondda Cynon Taf,Local Authority District,Apprenticeship achievements (Wales),2024-08-01/P1Y,598,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000024,Merthyr Tydfil,Local Authority District,Apprenticeship achievements (Wales),2023-08-01/P1Y,535,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000024,Merthyr Tydfil,Local Authority District,Apprenticeship achievements (Wales),2024-08-01/P1Y,608,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000024,Merthyr Tydfil,Local Authority District,Apprenticeship achievements (Wales),2022-08-01/P1Y,555,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000024,Merthyr Tydfil,Local Authority District,Apprenticeship achievements (Wales),2017-08-01/P1Y,706,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000024,Merthyr Tydfil,Local Authority District,Apprenticeship achievements (Wales),2018-08-01/P1Y,739,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000024,Merthyr Tydfil,Local Authority District,Apprenticeship achievements (Wales),2021-08-01/P1Y,534,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000024,Merthyr Tydfil,Local Authority District,Apprenticeship achievements (Wales),2016-08-01/P1Y,664,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000018,Caerphilly,Local Authority District,Apprenticeship achievements (Wales),2023-08-01/P1Y,530,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000018,Caerphilly,Local Authority District,Apprenticeship achievements (Wales),2022-08-01/P1Y,574,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000018,Caerphilly,Local Authority District,Apprenticeship achievements (Wales),2021-08-01/P1Y,494,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000018,Caerphilly,Local Authority District,Apprenticeship achievements (Wales),2024-08-01/P1Y,615,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000018,Caerphilly,Local Authority District,Apprenticeship achievements (Wales),2017-08-01/P1Y,861,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000018,Caerphilly,Local Authority District,Apprenticeship achievements (Wales),2016-08-01/P1Y,665,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000018,Caerphilly,Local Authority District,Apprenticeship achievements (Wales),2018-08-01/P1Y,900,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000019,Blaenau Gwent,Local Authority District,Apprenticeship achievements (Wales),2016-08-01/P1Y,692,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000019,Blaenau Gwent,Local Authority District,Apprenticeship achievements (Wales),2017-08-01/P1Y,766,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000019,Blaenau Gwent,Local Authority District,Apprenticeship achievements (Wales),2018-08-01/P1Y,1022,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000019,Blaenau Gwent,Local Authority District,Apprenticeship achievements (Wales),2021-08-01/P1Y,488,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000019,Blaenau Gwent,Local Authority District,Apprenticeship achievements (Wales),2022-08-01/P1Y,570,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000019,Blaenau Gwent,Local Authority District,Apprenticeship achievements (Wales),2023-08-01/P1Y,620,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000019,Blaenau Gwent,Local Authority District,Apprenticeship achievements (Wales),2024-08-01/P1Y,671,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000020,Torfaen,Local Authority District,Apprenticeship achievements (Wales),2024-08-01/P1Y,592,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000020,Torfaen,Local Authority District,Apprenticeship achievements (Wales),2023-08-01/P1Y,589,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000020,Torfaen,Local Authority District,Apprenticeship achievements (Wales),2022-08-01/P1Y,554,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000020,Torfaen,Local Authority District,Apprenticeship achievements (Wales),2017-08-01/P1Y,961,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000020,Torfaen,Local Authority District,Apprenticeship achievements (Wales),2018-08-01/P1Y,1025,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000020,Torfaen,Local Authority District,Apprenticeship achievements (Wales),2016-08-01/P1Y,757,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000020,Torfaen,Local Authority District,Apprenticeship achievements (Wales),2021-08-01/P1Y,511,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000021,Monmouthshire,Local Authority District,Apprenticeship achievements (Wales),2024-08-01/P1Y,287,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000021,Monmouthshire,Local Authority District,Apprenticeship achievements (Wales),2022-08-01/P1Y,303,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000021,Monmouthshire,Local Authority District,Apprenticeship achievements (Wales),2021-08-01/P1Y,274,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000021,Monmouthshire,Local Authority District,Apprenticeship achievements (Wales),2023-08-01/P1Y,312,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000021,Monmouthshire,Local Authority District,Apprenticeship achievements (Wales),2017-08-01/P1Y,548,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000021,Monmouthshire,Local Authority District,Apprenticeship achievements (Wales),2016-08-01/P1Y,384,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000021,Monmouthshire,Local Authority District,Apprenticeship achievements (Wales),2018-08-01/P1Y,540,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000022,Newport,Local Authority District,Apprenticeship achievements (Wales),2023-08-01/P1Y,464,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000022,Newport,Local Authority District,Apprenticeship achievements (Wales),2016-08-01/P1Y,543,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000022,Newport,Local Authority District,Apprenticeship achievements (Wales),2017-08-01/P1Y,659,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000022,Newport,Local Authority District,Apprenticeship achievements (Wales),2018-08-01/P1Y,740,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000022,Newport,Local Authority District,Apprenticeship achievements (Wales),2021-08-01/P1Y,404,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000022,Newport,Local Authority District,Apprenticeship achievements (Wales),2022-08-01/P1Y,449,"Rate per 100,000 population","Rate per 100,000 population",,,,,
W06000022,Newport,Local Authority District,Apprenticeship achievements (Wales),2024-08-01/P1Y,542,"Rate per 100,000 population","Rate per 100,000 population",,,,,
