areacd,areanm,geography,period,unit,communication_and_language,communication_measure,communication_lower_confidence_interval_95,communication_upper_confidence_interval_95,communication_observation_status,literacy,literacy_measure,literacy_lower_confidence_interval_95,literacy_upper_confidence_interval_95,literacy_observation_status,mathematics,mathematics_measure,mathematics_lower_confidence_interval_95,mathematics_upper_confidence_interval_95,mathematics_observation_status
E07000085,East Hampshire,Local Authority District,2022-09-01T00:00:00/P1Y,%,86.7,Percentage,,,,75.2,Percentage,,,,83.2,Percentage,,,
E07000085,East Hampshire,Local Authority District,2021-09-01T00:00:00/P1Y,%,87.2,Percentage,,,,74.7,Percentage,,,,83.5,Percentage,,,
E07000086,Eastleigh,Local Authority District,2022-09-01T00:00:00/P1Y,%,87.4,Percentage,,,,76.9,Percentage,,,,85.1,Percentage,,,
E07000086,Eastleigh,Local Authority District,2021-09-01T00:00:00/P1Y,%,87.1,Percentage,,,,74.3,Percentage,,,,83.3,Percentage,,,
E07000087,Fareham,Local Authority District,2021-09-01T00:00:00/P1Y,%,87.3,Percentage,,,,74.1,Percentage,,,,82.9,Percentage,,,
E07000087,Fareham,Local Authority District,2022-09-01T00:00:00/P1Y,%,85.7,Percentage,,,,74.2,Percentage,,,,80.8,Percentage,,,
E07000088,Gosport,Local Authority District,2022-09-01T00:00:00/P1Y,%,82.9,Percentage,,,,69.5,Percentage,,,,78.5,Percentage,,,
E07000088,Gosport,Local Authority District,2021-09-01T00:00:00/P1Y,%,83.0,Percentage,,,,67.4,Percentage,,,,77.4,Percentage,,,
E07000089,Hart,Local Authority District,2022-09-01T00:00:00/P1Y,%,88.6,Percentage,,,,78.1,Percentage,,,,85.8,Percentage,,,
E07000089,Hart,Local Authority District,2021-09-01T00:00:00/P1Y,%,89.1,Percentage,,,,79.3,Percentage,,,,85.3,Percentage,,,
E07000090,Havant,Local Authority District,2022-09-01T00:00:00/P1Y,%,83.8,Percentage,,,,69.5,Percentage,,,,78.0,Percentage,,,
E07000090,Havant,Local Authority District,2021-09-01T00:00:00/P1Y,%,83.0,Percentage,,,,67.9,Percentage,,,,78.5,Percentage,,,
E07000091,New Forest,Local Authority District,2021-09-01T00:00:00/P1Y,%,84.9,Percentage,,,,72.7,Percentage,,,,81.9,Percentage,,,
E07000091,New Forest,Local Authority District,2022-09-01T00:00:00/P1Y,%,86.9,Percentage,,,,75.7,Percentage,,,,82.3,Percentage,,,
E07000092,Rushmoor,Local Authority District,2022-09-01T00:00:00/P1Y,%,80.5,Percentage,,,,68.2,Percentage,,,,79.8,Percentage,,,
E07000092,Rushmoor,Local Authority District,2021-09-01T00:00:00/P1Y,%,79.7,Percentage,,,,69.7,Percentage,,,,78.7,Percentage,,,
E07000093,Test Valley,Local Authority District,2021-09-01T00:00:00/P1Y,%,87.9,Percentage,,,,75.0,Percentage,,,,82.5,Percentage,,,
E07000093,Test Valley,Local Authority District,2022-09-01T00:00:00/P1Y,%,87.7,Percentage,,,,75.6,Percentage,,,,84.4,Percentage,,,
E07000094,Winchester,Local Authority District,2022-09-01T00:00:00/P1Y,%,90.3,Percentage,,,,79.4,Percentage,,,,85.2,Percentage,,,
E07000094,Winchester,Local Authority District,2021-09-01T00:00:00/P1Y,%,88.9,Percentage,,,,77.5,Percentage,,,,85.6,Percentage,,,
E10000016,Kent,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,80.7,Percentage,,,,70.8,Percentage,,,,79.2,Percentage,,,
E10000016,Kent,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,80.2,Percentage,,,,68.8,Percentage,,,,77.5,Percentage,,,
E07000105,Ashford,Local Authority District,2021-09-01T00:00:00/P1Y,%,79.5,Percentage,,,,72.0,Percentage,,,,79.9,Percentage,,,
E07000105,Ashford,Local Authority District,2022-09-01T00:00:00/P1Y,%,79.7,Percentage,,,,71.0,Percentage,,,,79.5,Percentage,,,
E07000106,Canterbury,Local Authority District,2021-09-01T00:00:00/P1Y,%,78.3,Percentage,,,,65.1,Percentage,,,,74.7,Percentage,,,
E07000106,Canterbury,Local Authority District,2022-09-01T00:00:00/P1Y,%,78.0,Percentage,,,,67.5,Percentage,,,,76.6,Percentage,,,
E07000107,Dartford,Local Authority District,2022-09-01T00:00:00/P1Y,%,81.9,Percentage,,,,72.5,Percentage,,,,79.0,Percentage,,,
E07000107,Dartford,Local Authority District,2021-09-01T00:00:00/P1Y,%,80.1,Percentage,,,,67.5,Percentage,,,,76.8,Percentage,,,
E07000108,Dover,Local Authority District,2022-09-01T00:00:00/P1Y,%,81.2,Percentage,,,,70.8,Percentage,,,,78.9,Percentage,,,
E07000108,Dover,Local Authority District,2021-09-01T00:00:00/P1Y,%,78.7,Percentage,,,,69.0,Percentage,,,,77.6,Percentage,,,
E07000112,Folkestone and Hythe,Local Authority District,2022-09-01T00:00:00/P1Y,%,80.9,Percentage,,,,71.3,Percentage,,,,78.6,Percentage,,,
E07000112,Folkestone and Hythe,Local Authority District,2021-09-01T00:00:00/P1Y,%,80.8,Percentage,,,,70.0,Percentage,,,,78.5,Percentage,,,
E07000109,Gravesham,Local Authority District,2022-09-01T00:00:00/P1Y,%,79.9,Percentage,,,,69.4,Percentage,,,,76.2,Percentage,,,
E07000109,Gravesham,Local Authority District,2021-09-01T00:00:00/P1Y,%,79.7,Percentage,,,,68.5,Percentage,,,,73.8,Percentage,,,
E07000110,Maidstone,Local Authority District,2022-09-01T00:00:00/P1Y,%,82.1,Percentage,,,,73.5,Percentage,,,,80.9,Percentage,,,
E07000110,Maidstone,Local Authority District,2021-09-01T00:00:00/P1Y,%,79.3,Percentage,,,,67.3,Percentage,,,,77.1,Percentage,,,
E07000111,Sevenoaks,Local Authority District,2022-09-01T00:00:00/P1Y,%,84.2,Percentage,,,,75.5,Percentage,,,,83.0,Percentage,,,
E07000111,Sevenoaks,Local Authority District,2021-09-01T00:00:00/P1Y,%,84.3,Percentage,,,,72.0,Percentage,,,,81.6,Percentage,,,
E07000113,Swale,Local Authority District,2022-09-01T00:00:00/P1Y,%,78.8,Percentage,,,,69.4,Percentage,,,,78.7,Percentage,,,
E07000113,Swale,Local Authority District,2021-09-01T00:00:00/P1Y,%,77.9,Percentage,,,,67.5,Percentage,,,,75.3,Percentage,,,
E07000114,Thanet,Local Authority District,2022-09-01T00:00:00/P1Y,%,77.1,Percentage,,,,64.5,Percentage,,,,75.8,Percentage,,,
E07000114,Thanet,Local Authority District,2021-09-01T00:00:00/P1Y,%,75.7,Percentage,,,,63.1,Percentage,,,,72.0,Percentage,,,
E07000115,Tonbridge and Malling,Local Authority District,2022-09-01T00:00:00/P1Y,%,82.7,Percentage,,,,72.1,Percentage,,,,81.9,Percentage,,,
E07000115,Tonbridge and Malling,Local Authority District,2021-09-01T00:00:00/P1Y,%,84.2,Percentage,,,,73.6,Percentage,,,,82.1,Percentage,,,
E07000116,Tunbridge Wells,Local Authority District,2021-09-01T00:00:00/P1Y,%,85.1,Percentage,,,,71.1,Percentage,,,,82.4,Percentage,,,
E07000116,Tunbridge Wells,Local Authority District,2022-09-01T00:00:00/P1Y,%,82.7,Percentage,,,,72.6,Percentage,,,,81.3,Percentage,,,
E10000025,Oxfordshire ,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,82.5,Percentage,,,,70.5,Percentage,,,,79.2,Percentage,,,
E10000025,Oxfordshire ,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,83.0,Percentage,,,,72.2,Percentage,,,,80.5,Percentage,,,
E07000177,Cherwell,Local Authority District,2022-09-01T00:00:00/P1Y,%,81.2,Percentage,,,,70.5,Percentage,,,,79.6,Percentage,,,
E07000177,Cherwell,Local Authority District,2021-09-01T00:00:00/P1Y,%,81.6,Percentage,,,,71.2,Percentage,,,,79.2,Percentage,,,
E07000178,Oxford,Local Authority District,2021-09-01T00:00:00/P1Y,%,81.1,Percentage,,,,66.7,Percentage,,,,75.5,Percentage,,,
E07000178,Oxford,Local Authority District,2022-09-01T00:00:00/P1Y,%,82.6,Percentage,,,,69.0,Percentage,,,,78.1,Percentage,,,
E07000179,South Oxfordshire,Local Authority District,2021-09-01T00:00:00/P1Y,%,84.8,Percentage,,,,70.4,Percentage,,,,80.2,Percentage,,,
E07000179,South Oxfordshire,Local Authority District,2022-09-01T00:00:00/P1Y,%,85.1,Percentage,,,,74.3,Percentage,,,,82.7,Percentage,,,
E07000180,Vale of White Horse,Local Authority District,2022-09-01T00:00:00/P1Y,%,81.5,Percentage,,,,71.4,Percentage,,,,79.7,Percentage,,,
E07000180,Vale of White Horse,Local Authority District,2021-09-01T00:00:00/P1Y,%,80.4,Percentage,,,,68.4,Percentage,,,,78.5,Percentage,,,
E07000181,West Oxfordshire,Local Authority District,2021-09-01T00:00:00/P1Y,%,84.8,Percentage,,,,77.0,Percentage,,,,82.8,Percentage,,,
E07000181,West Oxfordshire,Local Authority District,2022-09-01T00:00:00/P1Y,%,85.2,Percentage,,,,76.1,Percentage,,,,82.3,Percentage,,,
E10000030,Surrey,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,85.5,Percentage,,,,76.1,Percentage,,,,83.6,Percentage,,,
E10000030,Surrey,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,84.8,Percentage,,,,76.4,Percentage,,,,84.1,Percentage,,,
E07000207,Elmbridge,Local Authority District,2022-09-01T00:00:00/P1Y,%,88.4,Percentage,,,,79.6,Percentage,,,,87.2,Percentage,,,
E07000207,Elmbridge,Local Authority District,2021-09-01T00:00:00/P1Y,%,88.1,Percentage,,,,79.2,Percentage,,,,86.6,Percentage,,,
E07000208,Epsom and Ewell,Local Authority District,2021-09-01T00:00:00/P1Y,%,85.5,Percentage,,,,78.0,Percentage,,,,84.0,Percentage,,,
E07000208,Epsom and Ewell,Local Authority District,2022-09-01T00:00:00/P1Y,%,83.6,Percentage,,,,77.4,Percentage,,,,85.0,Percentage,,,
E07000209,Guildford,Local Authority District,2021-09-01T00:00:00/P1Y,%,83.7,Percentage,,,,73.7,Percentage,,,,81.9,Percentage,,,
E07000209,Guildford,Local Authority District,2022-09-01T00:00:00/P1Y,%,85.1,Percentage,,,,76.7,Percentage,,,,83.4,Percentage,,,
E07000210,Mole Valley,Local Authority District,2022-09-01T00:00:00/P1Y,%,84.5,Percentage,,,,75.3,Percentage,,,,82.3,Percentage,,,
E07000210,Mole Valley,Local Authority District,2021-09-01T00:00:00/P1Y,%,84.4,Percentage,,,,76.0,Percentage,,,,81.3,Percentage,,,
E07000211,Reigate and Banstead,Local Authority District,2021-09-01T00:00:00/P1Y,%,84.5,Percentage,,,,74.2,Percentage,,,,82.7,Percentage,,,
E07000211,Reigate and Banstead,Local Authority District,2022-09-01T00:00:00/P1Y,%,82.6,Percentage,,,,74.3,Percentage,,,,82.4,Percentage,,,
E07000212,Runnymede,Local Authority District,2022-09-01T00:00:00/P1Y,%,83.2,Percentage,,,,74.0,Percentage,,,,80.4,Percentage,,,
E07000212,Runnymede,Local Authority District,2021-09-01T00:00:00/P1Y,%,85.7,Percentage,,,,74.0,Percentage,,,,79.8,Percentage,,,
E07000213,Spelthorne,Local Authority District,2021-09-01T00:00:00/P1Y,%,82.0,Percentage,,,,73.5,Percentage,,,,81.3,Percentage,,,
E07000213,Spelthorne,Local Authority District,2022-09-01T00:00:00/P1Y,%,79.2,Percentage,,,,72.7,Percentage,,,,81.5,Percentage,,,
E07000214,Surrey Heath,Local Authority District,2021-09-01T00:00:00/P1Y,%,86.9,Percentage,,,,77.8,Percentage,,,,85.8,Percentage,,,
E07000214,Surrey Heath,Local Authority District,2022-09-01T00:00:00/P1Y,%,85.2,Percentage,,,,75.3,Percentage,,,,85.7,Percentage,,,
E07000215,Tandridge,Local Authority District,2022-09-01T00:00:00/P1Y,%,85.4,Percentage,,,,77.4,Percentage,,,,84.5,Percentage,,,
E07000215,Tandridge,Local Authority District,2021-09-01T00:00:00/P1Y,%,87.0,Percentage,,,,77.4,Percentage,,,,84.5,Percentage,,,
E07000216,Waverley,Local Authority District,2022-09-01T00:00:00/P1Y,%,88.5,Percentage,,,,80.2,Percentage,,,,86.6,Percentage,,,
E07000216,Waverley,Local Authority District,2021-09-01T00:00:00/P1Y,%,87.8,Percentage,,,,79.3,Percentage,,,,87.0,Percentage,,,
E07000217,Woking,Local Authority District,2022-09-01T00:00:00/P1Y,%,85.7,Percentage,,,,76.2,Percentage,,,,84.4,Percentage,,,
E07000217,Woking,Local Authority District,2021-09-01T00:00:00/P1Y,%,84.0,Percentage,,,,73.9,Percentage,,,,82.9,Percentage,,,
E10000032,West Sussex,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,82.8,Percentage,,,,70.9,Percentage,,,,80.0,Percentage,,,
E10000032,West Sussex,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,81.8,Percentage,,,,68.0,Percentage,,,,77.5,Percentage,,,
E07000223,Adur,Local Authority District,2021-09-01T00:00:00/P1Y,%,81.8,Percentage,,,,69.7,Percentage,,,,78.6,Percentage,,,
E07000223,Adur,Local Authority District,2022-09-01T00:00:00/P1Y,%,85.3,Percentage,,,,73.1,Percentage,,,,81.9,Percentage,,,
E07000224,Arun,Local Authority District,2022-09-01T00:00:00/P1Y,%,83.0,Percentage,,,,70.1,Percentage,,,,79.1,Percentage,,,
E07000224,Arun,Local Authority District,2021-09-01T00:00:00/P1Y,%,82.9,Percentage,,,,66.2,Percentage,,,,75.6,Percentage,,,
E07000225,Chichester,Local Authority District,2021-09-01T00:00:00/P1Y,%,81.4,Percentage,,,,65.5,Percentage,,,,76.7,Percentage,,,
E07000225,Chichester,Local Authority District,2022-09-01T00:00:00/P1Y,%,84.1,Percentage,,,,72.1,Percentage,,,,80.1,Percentage,,,
E07000226,Crawley,Local Authority District,2021-09-01T00:00:00/P1Y,%,78.4,Percentage,,,,65.8,Percentage,,,,73.2,Percentage,,,
E07000226,Crawley,Local Authority District,2022-09-01T00:00:00/P1Y,%,78.4,Percentage,,,,65.5,Percentage,,,,75.5,Percentage,,,
E07000227,Horsham,Local Authority District,2021-09-01T00:00:00/P1Y,%,83.3,Percentage,,,,70.4,Percentage,,,,79.7,Percentage,,,
E07000227,Horsham,Local Authority District,2022-09-01T00:00:00/P1Y,%,84.0,Percentage,,,,72.6,Percentage,,,,82.5,Percentage,,,
E07000228,Mid Sussex,Local Authority District,2021-09-01T00:00:00/P1Y,%,84.1,Percentage,,,,69.9,Percentage,,,,80.1,Percentage,,,
E07000228,Mid Sussex,Local Authority District,2022-09-01T00:00:00/P1Y,%,84.6,Percentage,,,,71.2,Percentage,,,,81.3,Percentage,,,
E07000229,Worthing,Local Authority District,2021-09-01T00:00:00/P1Y,%,79.1,Percentage,,,,68.9,Percentage,,,,78.5,Percentage,,,
E07000229,Worthing,Local Authority District,2022-09-01T00:00:00/P1Y,%,81.5,Percentage,,,,73.8,Percentage,,,,80.9,Percentage,,,
E12000009,South West,Region,2022-09-01T00:00:00/P1Y,%,81.6,Percentage,,,,71.2,Percentage,,,,78.9,Percentage,,,
E12000009,South West,Region,2021-09-01T00:00:00/P1Y,%,81.8,Percentage,,,,69.7,Percentage,,,,78.2,Percentage,,,
E47000009,West of England,Combined Authority or City Region,2021-09-01T00:00:00/P1Y,%,81.8,Percentage,,,,70.7,Percentage,,,,78.6,Percentage,,,
E47000009,West of England,Combined Authority or City Region,2022-09-01T00:00:00/P1Y,%,81.6,Percentage,,,,72.1,Percentage,,,,79.1,Percentage,,,
E06000022,Bath and North East Somerset,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,83.5,Percentage,,,,74.3,Percentage,,,,81.5,Percentage,,,
E06000022,Bath and North East Somerset,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,85.8,Percentage,,,,73.8,Percentage,,,,82.2,Percentage,,,
E06000058,"Bournemouth, Christchurch and Poole",County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,83.0,Percentage,,,,71.8,Percentage,,,,79.9,Percentage,,,
E06000058,"Bournemouth, Christchurch and Poole",County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,83.0,Percentage,,,,69.9,Percentage,,,,78.1,Percentage,,,
E06000023,"Bristol, City of",County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,79.4,Percentage,,,,68.2,Percentage,,,,76.1,Percentage,,,
E06000023,"Bristol, City of",County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,79.4,Percentage,,,,69.2,Percentage,,,,76.4,Percentage,,,
E06000052,Cornwall,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,81.9,Percentage,,,,69.4,Percentage,,,,78.4,Percentage,,,
E06000052,Cornwall,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,82.3,Percentage,,,,71.2,Percentage,,,,79.4,Percentage,,,
E06000059,Dorset,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,83.7,Percentage,,,,71.0,Percentage,,,,80.1,Percentage,,,
E06000059,Dorset,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,83.5,Percentage,,,,69.7,Percentage,,,,77.7,Percentage,,,
E06000053,Isles of Scilly,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,69.2,Percentage,,,,76.9,Percentage,,,,84.6,Percentage,,,
E06000053,Isles of Scilly,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,100.0,Percentage,,,,80.0,Percentage,,,,100.0,Percentage,,,
E06000024,North Somerset,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,84.4,Percentage,,,,75.0,Percentage,,,,81.8,Percentage,,,
E06000024,North Somerset,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,85.6,Percentage,,,,74.7,Percentage,,,,82.7,Percentage,,,
E06000026,Plymouth,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,78.4,Percentage,,,,66.6,Percentage,,,,75.1,Percentage,,,
E06000026,Plymouth,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,77.4,Percentage,,,,67.4,Percentage,,,,76.4,Percentage,,,
E06000066,Somerset ,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,81.1,Percentage,,,,67.8,Percentage,,,,76.8,Percentage,,,
E06000066,Somerset ,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,81.1,Percentage,,,,70.7,Percentage,,,,78.2,Percentage,,,
E06000025,South Gloucestershire,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,83.3,Percentage,,,,72.7,Percentage,,,,80.3,Percentage,,,
E06000025,South Gloucestershire,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,83.8,Percentage,,,,75.0,Percentage,,,,81.6,Percentage,,,
E06000030,Swindon,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,79.8,Percentage,,,,69.1,Percentage,,,,75.4,Percentage,,,
E06000030,Swindon,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,79.1,Percentage,,,,67.5,Percentage,,,,75.5,Percentage,,,
E06000027,Torbay,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,78.8,Percentage,,,,68.1,Percentage,,,,74.9,Percentage,,,
E06000027,Torbay,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,74.8,Percentage,,,,66.0,Percentage,,,,75.0,Percentage,,,
E06000054,Wiltshire,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,82.8,Percentage,,,,71.8,Percentage,,,,80.5,Percentage,,,
E06000054,Wiltshire,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,83.3,Percentage,,,,69.9,Percentage,,,,79.7,Percentage,,,
E10000008,Devon,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,80.6,Percentage,,,,70.7,Percentage,,,,79.1,Percentage,,,
E10000008,Devon,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,80.7,Percentage,,,,69.7,Percentage,,,,78.8,Percentage,,,
E07000040,East Devon,Local Authority District,2022-09-01T00:00:00/P1Y,%,80.0,Percentage,,,,71.3,Percentage,,,,78.8,Percentage,,,
E07000040,East Devon,Local Authority District,2021-09-01T00:00:00/P1Y,%,82.5,Percentage,,,,70.6,Percentage,,,,81.0,Percentage,,,
E07000041,Exeter,Local Authority District,2021-09-01T00:00:00/P1Y,%,78.0,Percentage,,,,68.5,Percentage,,,,78.3,Percentage,,,
E07000041,Exeter,Local Authority District,2022-09-01T00:00:00/P1Y,%,77.9,Percentage,,,,66.9,Percentage,,,,76.7,Percentage,,,
E07000042,Mid Devon,Local Authority District,2021-09-01T00:00:00/P1Y,%,80.0,Percentage,,,,69.5,Percentage,,,,77.1,Percentage,,,
E07000042,Mid Devon,Local Authority District,2022-09-01T00:00:00/P1Y,%,81.1,Percentage,,,,70.2,Percentage,,,,80.1,Percentage,,,
E07000043,North Devon,Local Authority District,2022-09-01T00:00:00/P1Y,%,79.0,Percentage,,,,69.5,Percentage,,,,78.6,Percentage,,,
E07000043,North Devon,Local Authority District,2021-09-01T00:00:00/P1Y,%,79.2,Percentage,,,,66.6,Percentage,,,,76.5,Percentage,,,
E07000044,South Hams,Local Authority District,2022-09-01T00:00:00/P1Y,%,86.1,Percentage,,,,78.2,Percentage,,,,84.9,Percentage,,,
E07000044,South Hams,Local Authority District,2021-09-01T00:00:00/P1Y,%,86.5,Percentage,,,,77.8,Percentage,,,,86.2,Percentage,,,
E07000045,Teignbridge,Local Authority District,2022-09-01T00:00:00/P1Y,%,81.4,Percentage,,,,72.5,Percentage,,,,80.3,Percentage,,,
E07000045,Teignbridge,Local Authority District,2021-09-01T00:00:00/P1Y,%,80.9,Percentage,,,,71.1,Percentage,,,,80.0,Percentage,,,
E07000046,Torridge,Local Authority District,2021-09-01T00:00:00/P1Y,%,77.7,Percentage,,,,65.6,Percentage,,,,71.6,Percentage,,,
E07000046,Torridge,Local Authority District,2022-09-01T00:00:00/P1Y,%,79.7,Percentage,,,,65.2,Percentage,,,,74.7,Percentage,,,
E07000047,West Devon,Local Authority District,2022-09-01T00:00:00/P1Y,%,80.6,Percentage,,,,69.5,Percentage,,,,76.5,Percentage,,,
E07000047,West Devon,Local Authority District,2021-09-01T00:00:00/P1Y,%,79.8,Percentage,,,,66.5,Percentage,,,,75.3,Percentage,,,
E10000013,Gloucestershire,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,82.6,Percentage,,,,71.0,Percentage,,,,78.6,Percentage,,,
E10000013,Gloucestershire,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,82.7,Percentage,,,,72.1,Percentage,,,,78.9,Percentage,,,
E07000078,Cheltenham,Local Authority District,2022-09-01T00:00:00/P1Y,%,82.8,Percentage,,,,73.0,Percentage,,,,79.5,Percentage,,,
E07000078,Cheltenham,Local Authority District,2021-09-01T00:00:00/P1Y,%,81.7,Percentage,,,,70.2,Percentage,,,,77.6,Percentage,,,
E07000079,Cotswold,Local Authority District,2021-09-01T00:00:00/P1Y,%,85.3,Percentage,,,,75.0,Percentage,,,,81.2,Percentage,,,
E07000079,Cotswold,Local Authority District,2022-09-01T00:00:00/P1Y,%,84.6,Percentage,,,,74.8,Percentage,,,,80.5,Percentage,,,
E07000080,Forest of Dean,Local Authority District,2021-09-01T00:00:00/P1Y,%,80.7,Percentage,,,,65.5,Percentage,,,,75.5,Percentage,,,
E07000080,Forest of Dean,Local Authority District,2022-09-01T00:00:00/P1Y,%,79.7,Percentage,,,,68.5,Percentage,,,,74.7,Percentage,,,
E07000081,Gloucester,Local Authority District,2021-09-01T00:00:00/P1Y,%,80.1,Percentage,,,,69.2,Percentage,,,,76.8,Percentage,,,
E07000081,Gloucester,Local Authority District,2022-09-01T00:00:00/P1Y,%,79.9,Percentage,,,,69.6,Percentage,,,,75.8,Percentage,,,
E07000082,Stroud,Local Authority District,2021-09-01T00:00:00/P1Y,%,84.8,Percentage,,,,72.2,Percentage,,,,80.1,Percentage,,,
E07000082,Stroud,Local Authority District,2022-09-01T00:00:00/P1Y,%,84.1,Percentage,,,,72.9,Percentage,,,,80.8,Percentage,,,
E07000083,Tewkesbury,Local Authority District,2021-09-01T00:00:00/P1Y,%,83.8,Percentage,,,,74.4,Percentage,,,,80.7,Percentage,,,
E07000083,Tewkesbury,Local Authority District,2022-09-01T00:00:00/P1Y,%,86.4,Percentage,,,,75.2,Percentage,,,,82.8,Percentage,,,
E10000027,Somerset ,County or Unitary Authority,2022-09-01T00:00:00/P1Y,%,81.1,Percentage,,,,70.7,Percentage,,,,78.2,Percentage,,,
E10000027,Somerset ,County or Unitary Authority,2021-09-01T00:00:00/P1Y,%,81.1,Percentage,,,,67.8,Percentage,,,,76.8,Percentage,,,
E07000187,Mendip,Local Authority District,2021-09-01T00:00:00/P1Y,%,84.9,Percentage,,,,69.4,Percentage,,,,78.6,Percentage,,,
E07000187,Mendip,Local Authority District,2022-09-01T00:00:00/P1Y,%,83.2,Percentage,,,,72.4,Percentage,,,,78.5,Percentage,,,
E07000188,Sedgemoor,Local Authority District,2021-09-01T00:00:00/P1Y,%,78.9,Percentage,,,,66.6,Percentage,,,,75.8,Percentage,,,
E07000188,Sedgemoor,Local Authority District,2022-09-01T00:00:00/P1Y,%,79.3,Percentage,,,,69.2,Percentage,,,,77.4,Percentage,,,
E07000246,Somerset West and Taunton,Local Authority District,2021-09-01T00:00:00/P1Y,%,80.3,Percentage,,,,65.9,Percentage,,,,76.3,Percentage,,,
E07000246,Somerset West and Taunton,Local Authority District,2022-09-01T00:00:00/P1Y,%,80.0,Percentage,,,,69.3,Percentage,,,,77.2,Percentage,,,
E07000189,South Somerset,Local Authority District,2022-09-01T00:00:00/P1Y,%,82.2,Percentage,,,,72.1,Percentage,,,,79.6,Percentage,,,
E07000189,South Somerset,Local Authority District,2021-09-01T00:00:00/P1Y,%,80.8,Percentage,,,,69.5,Percentage,,,,76.6,Percentage,,,
